,Date,Price,Signal,Returns%
0,2014-10-21,7927.75,BUY,-0.01999999999999602
1,2014-10-22,7995.899901999999,SELL,0.8192975544788368
2,2014-12-17,8029.799805,BUY,0.7991336949679493
3,2015-01-05,8378.400391,SELL,5.154127695235644
4,2015-02-10,8565.549805,BUY,5.133096869696601
5,2015-02-20,8833.599609,SELL,8.401441098669892
6,2015-03-11,8699.950195,BUY,8.379760810450165
7,2015-04-13,8834.0,SELL,10.027678340992736
8,2015-04-21,8377.75,BUY,10.005672805324537
9,2015-05-22,8458.950195,SELL,11.049673352179369
10,2015-06-09,8022.399901999999,BUY,11.02746341750894
11,2015-06-26,8381.099609,SELL,15.968554940618432
12,2015-07-29,8375.049805,BUY,15.945361229630308
13,2015-08-06,8588.650391,SELL,18.878697130934682
14,2015-08-13,8355.849609,BUY,18.854921391508498
15,2015-09-21,7977.100098000001,SELL,13.444835165291309
16,2015-11-06,7954.299805,BUY,13.422146198258247
17,2015-12-02,7931.350098000001,SELL,13.072282195032628
18,2015-12-09,7612.5,BUY,13.049667738593627
19,2015-12-31,7946.350098000001,SELL,17.98391748647336
20,2016-01-12,7510.299805,BUY,17.960320702976063
21,2016-02-01,7555.950195,SELL,18.653591853018057
22,2016-02-12,6980.950195,BUY,18.629861134647456
23,2016-03-23,7716.5,SELL,31.10310436483755
24,2016-04-08,7555.200195,BUY,31.076883743964572
25,2016-04-22,7899.299805,SELL,37.01933666342342
26,2016-05-06,7733.450195,BUY,36.99193279609074
27,2016-06-09,8203.599609,SELL,45.29119249456804
28,2016-08-26,8572.549805,BUY,45.26213425606912
29,2016-09-08,8952.5,SELL,51.67006254285312
30,2016-09-27,8706.400391,BUY,51.63972853034454
31,2016-12-09,8261.75,SELL,43.86645559914004
32,2016-12-26,7908.25,BUY,43.83768230802022
33,2017-01-19,8435.099609,SELL,53.3895009338714
34,2017-04-19,9103.5,BUY,53.358823033684644
35,2017-04-27,9342.150391,SELL,57.34768477285914
36,2017-06-16,9588.049805,BUY,57.316215235904565
37,2017-07-17,9915.950195,SELL,62.663711486019
38,2017-08-11,9710.799805,BUY,62.63117874372179
39,2017-09-01,9974.400391,SELL,67.01240842350978
40,2017-09-28,9768.950195,BUY,66.97900594182508
41,2017-10-18,10210.849609,SELL,74.49741108325787
42,2017-11-15,10118.049805,BUY,74.46251160104123
43,2017-11-29,10361.299805,SELL,78.6210673583646
44,2017-12-06,10044.099609,BUY,78.58534314489293
45,2017-12-29,10530.700195,SELL,87.19971479112894
46,2018-02-05,10666.549805,BUY,87.16227484817071
47,2018-02-26,10582.599609,SELL,85.65209183350137
48,2018-03-07,10154.200195,BUY,85.61496141513467
49,2018-05-02,10718.049805,SELL,95.882735884977
50,2018-05-24,10513.849609,BUY,95.8435593378
51,2018-06-13,10856.700195,SELL,102.18945913689993
52,2018-06-28,10589.099609,BUY,102.14902124507256
53,2018-07-12,11023.200195,SELL,110.39404168869225
54,2018-09-10,11438.099609,BUY,110.35196288035453
