,Date,Price,Signal,Returns%
0,2014-11-05,8338.299805,BUY,-0.01999999999999602
1,2014-12-15,8219.599609,SELL,-1.4629805825219222
2,2015-01-13,8299.400391,BUY,-1.4826879864054092
3,2015-02-20,8833.599609,SELL,4.837505770751974
4,2015-02-26,8683.849609,BUY,4.816538269597828
5,2015-03-18,8685.900391,SELL,4.820323534119623
6,2015-04-16,8706.700195,BUY,4.799359469412806
7,2015-04-24,8305.25,SELL,-0.0527428569286883
8,2015-05-22,8458.950195,BUY,-0.0727323083573026
9,2015-06-08,8044.149901999999,SELL,-4.991856424479906
10,2015-06-26,8381.099609,BUY,-5.010858053195008
11,2015-08-06,8588.650391,SELL,-2.6780012803977797
12,2015-09-28,7795.700195,BUY,-2.697465680141704
13,2015-11-05,7955.450195,SELL,-0.723395054087888
14,2015-12-29,7928.950195,BUY,-0.7432503750770678
15,2016-01-12,7510.299805,SELL,-6.002832728914399
16,2016-03-08,7485.299805,BUY,-6.021632162368618
17,2016-05-16,7860.75,SELL,-1.327571890266455
18,2016-05-25,7934.899901999999,BUY,-1.3473063758883939
19,2016-09-29,8591.25,SELL,6.7915732489260705
20,2016-12-13,8221.799805,BUY,6.770214934276282
21,2016-12-26,7908.25,SELL,2.6778441662068246
22,2017-01-09,8236.049805,BUY,2.6573085973735857
23,2017-06-28,9491.25,SELL,18.27894853153782
24,2017-07-11,9786.049805,BUY,18.25529274183151
25,2017-08-17,9904.150391,SELL,19.658491785701727
26,2017-09-07,9929.900391,BUY,19.634560087344596
27,2017-10-03,9859.5,SELL,18.7626251378112
28,2017-10-16,10230.849609,BUY,18.738872612783638
29,2017-11-20,10298.75,SELL,19.50301672429181
30,2017-12-20,10444.200195,BUY,19.479116120946955
31,2018-02-09,10454.950195,SELL,19.57817309393738
32,2018-04-11,10417.150391,BUY,19.554257459318592
33,2018-05-28,10688.650391,SELL,22.645640895222513
34,2018-06-08,10767.650391,BUY,22.621111767043473
35,2018-07-02,10657.299805,SELL,21.340175534093547
36,2018-07-11,10948.299805,BUY,21.315907498986732
37,2018-09-17,11377.75,SELL,26.049343798846294
