,roc_l1,roc_l2,roc_l3,roc_l4,sma_l1,sma_l2,sma_l3,sma_l4,Returns%,MaxR
1020,8,16,16,29,10,8,8,12,36.92269721145405,
1021,8,16,16,29,10,8,8,14,34.69702896015056,
1022,8,16,16,29,10,8,8,16,33.99702558488059,
1023,8,16,16,29,10,8,10,12,40.4337409054223,
1024,8,16,16,29,10,8,10,14,38.43708734081852,
1025,8,16,16,29,10,8,10,16,39.06162809064131,
1026,8,16,16,29,10,10,8,12,39.61649917934474,
1027,8,16,16,29,10,10,8,14,38.71770747095866,
1028,8,16,16,29,10,10,8,16,37.324126791273926,
1029,8,16,16,29,10,10,10,12,41.31921698112981,
1030,8,16,16,29,10,10,10,14,39.77336392145429,
1031,8,16,16,29,10,10,10,16,34.163143042159646,
1032,8,16,16,31,8,8,8,12,38.85921072790546,
1033,8,16,16,31,8,8,8,14,42.72292766606722,
1034,8,16,16,31,8,8,8,16,38.975867419483706,
1035,8,16,16,31,8,8,10,12,40.76171263393752,
1036,8,16,16,31,8,8,10,14,42.43365634154472,
1037,8,16,16,31,8,8,10,16,31.123020601731525,
1038,8,16,16,31,8,10,8,12,38.90403635305364,
1039,8,16,16,31,8,10,8,14,42.99906871681904,
1040,8,16,16,31,8,10,8,16,40.46071672902741,
1041,8,16,16,31,8,10,10,12,44.872207023295346,
1042,8,16,16,31,8,10,10,14,42.07569280351771,
1043,8,16,16,31,8,10,10,16,35.387899713757946,
1044,8,16,16,31,10,8,8,12,34.9320381431001,
1045,8,16,16,31,10,8,8,14,37.63302027624371,
1046,8,16,16,31,10,8,8,16,40.27533831434124,
1047,8,16,16,31,10,8,10,12,41.48171156502286,
1048,8,16,16,31,10,8,10,14,40.84617994301448,
1049,8,16,16,31,10,8,10,16,31.196166584468756,
1050,8,16,16,31,10,10,8,12,37.402638738464645,
1051,8,16,16,31,10,10,8,14,39.40045346253493,
1052,8,16,16,31,10,10,8,16,40.55812163491862,
1053,8,16,16,31,10,10,10,12,39.571645858632735,
1054,8,16,16,31,10,10,10,14,31.700082894887345,
1055,8,16,16,31,10,10,10,16,34.41573030633603,
1056,8,16,16,33,8,8,8,12,38.052769112947175,
1057,8,16,16,33,8,8,8,14,39.116329433684285,
1058,8,16,16,33,8,8,8,16,41.087789687572155,
1059,8,16,16,33,8,8,10,12,43.84633451343416,
1060,8,16,16,33,8,8,10,14,41.08422776333842,
1061,8,16,16,33,8,8,10,16,35.3634415741341,
1062,8,16,16,33,8,10,8,12,43.43432746639573,
1063,8,16,16,33,8,10,8,14,40.01152237799761,
1064,8,16,16,33,8,10,8,16,35.336378187579754,
1065,8,16,16,33,8,10,10,12,40.10654863902721,
1066,8,16,16,33,8,10,10,14,38.48294381134022,
1067,8,16,16,33,8,10,10,16,36.66375681617683,
1068,8,16,16,33,10,8,8,12,37.809106784362,
1069,8,16,16,33,10,8,8,14,35.96491176895958,
1070,8,16,16,33,10,8,8,16,36.78340848607834,
1071,8,16,16,33,10,8,10,12,40.6779818960386,
1072,8,16,16,33,10,8,10,14,36.56611046333077,
1073,8,16,16,33,10,8,10,16,34.98150552836884,
1074,8,16,16,33,10,10,8,12,41.78742632874682,
1075,8,16,16,33,10,10,8,14,40.29314366923765,
1076,8,16,16,33,10,10,8,16,34.221690107791744,
1077,8,16,16,33,10,10,10,12,36.940906546580635,
1078,8,16,16,33,10,10,10,14,38.51110314461016,
1079,8,16,16,33,10,10,10,16,32.63525879467872,
1080,8,16,18,25,8,8,8,12,35.13762035001977,
1081,8,16,18,25,8,8,8,14,37.94736033967126,
1082,8,16,18,25,8,8,8,16,44.51825614549102,
1083,8,16,18,25,8,8,10,12,33.2523171984202,
1084,8,16,18,25,8,8,10,14,40.70052175497932,
1085,8,16,18,25,8,8,10,16,41.89138185977609,
1086,8,16,18,25,8,10,8,12,35.79778471354078,
1087,8,16,18,25,8,10,8,14,38.99291321441706,
1088,8,16,18,25,8,10,8,16,44.0634201625395,
1089,8,16,18,25,8,10,10,12,33.65782287923403,
1090,8,16,18,25,8,10,10,14,39.83993563877846,
1091,8,16,18,25,8,10,10,16,42.80223204457127,
1092,8,16,18,25,10,8,8,12,35.21141499556913,
1093,8,16,18,25,10,8,8,14,34.16427511463823,
1094,8,16,18,25,10,8,8,16,43.54757042738433,
1095,8,16,18,25,10,8,10,12,34.8912874253335,
1096,8,16,18,25,10,8,10,14,40.411148488927665,
1097,8,16,18,25,10,8,10,16,42.28948088019433,
1098,8,16,18,25,10,10,8,12,34.46011981332006,
1099,8,16,18,25,10,10,8,14,36.16606793771689,
1100,8,16,18,25,10,10,8,16,45.890364002430914,
1101,8,16,18,25,10,10,10,12,35.36267934462782,
1102,8,16,18,25,10,10,10,14,35.537217113238825,
1103,8,16,18,25,10,10,10,16,40.169132769737615,
1104,8,16,18,27,8,8,8,12,43.36185215792261,
1105,8,16,18,27,8,8,8,14,43.091433110458524,
1106,8,16,18,27,8,8,8,16,43.676811922255155,
1107,8,16,18,27,8,8,10,12,42.05124549815724,
1108,8,16,18,27,8,8,10,14,41.79598151363703,
1109,8,16,18,27,8,8,10,16,43.38836128238398,
1110,8,16,18,27,8,10,8,12,43.07000294072293,
1111,8,16,18,27,8,10,8,14,43.93962366798536,
1112,8,16,18,27,8,10,8,16,45.91291044915525,
1113,8,16,18,27,8,10,10,12,44.20456956556032,
1114,8,16,18,27,8,10,10,14,41.50363674270673,
1115,8,16,18,27,8,10,10,16,46.79310003872865,
1116,8,16,18,27,10,8,8,12,42.00056265853053,
1117,8,16,18,27,10,8,8,14,43.12070647836927,
1118,8,16,18,27,10,8,8,16,41.75875645703914,
1119,8,16,18,27,10,8,10,12,42.53522155781857,
1120,8,16,18,27,10,8,10,14,42.66326148860688,
1121,8,16,18,27,10,8,10,16,43.20458558294402,
1122,8,16,18,27,10,10,8,12,41.90419654102024,
1123,8,16,18,27,10,10,8,14,44.38109668716817,
1124,8,16,18,27,10,10,8,16,44.93021110820257,
1125,8,16,18,27,10,10,10,12,42.09591296480096,
1126,8,16,18,27,10,10,10,14,41.90608518184777,
1127,8,16,18,27,10,10,10,16,44.19234228664544,
1128,8,16,18,29,8,8,8,12,40.75579575558726,
1129,8,16,18,29,8,8,8,14,43.66107983071507,
1130,8,16,18,29,8,8,8,16,43.225028006119544,
1131,8,16,18,29,8,8,10,12,42.3482060324705,
1132,8,16,18,29,8,8,10,14,42.18412275671298,
1133,8,16,18,29,8,8,10,16,48.6183852633479,
1134,8,16,18,29,8,10,8,12,39.984738494498515,
1135,8,16,18,29,8,10,8,14,42.59963309958039,
1136,8,16,18,29,8,10,8,16,48.37922255471935,
1137,8,16,18,29,8,10,10,12,44.15930858566426,
1138,8,16,18,29,8,10,10,14,44.27922478137893,
1139,8,16,18,29,8,10,10,16,37.28278967527456,
1140,8,16,18,29,10,8,8,12,40.23696868382669,
1141,8,16,18,29,10,8,8,14,41.267997300374276,
1142,8,16,18,29,10,8,8,16,42.54657588950593,
1143,8,16,18,29,10,8,10,12,42.03510063145737,
1144,8,16,18,29,10,8,10,14,45.413130246713195,
1145,8,16,18,29,10,8,10,16,36.51228341896535,
1146,8,16,18,29,10,10,8,12,40.998670322312535,
1147,8,16,18,29,10,10,8,14,44.43709849930377,
1148,8,16,18,29,10,10,8,16,36.22746077914829,
1149,8,16,18,29,10,10,10,12,42.14113909805863,
1150,8,16,18,29,10,10,10,14,44.70521520654242,
1151,8,16,18,29,10,10,10,16,38.10575536786712,
1152,8,16,18,31,8,8,8,12,46.58709934588575,
1153,8,16,18,31,8,8,8,14,40.67912898832543,
1154,8,16,18,31,8,8,8,16,36.63930269113311,
1155,8,16,18,31,8,8,10,12,42.62797854896948,
1156,8,16,18,31,8,8,10,14,41.717459237285595,
1157,8,16,18,31,8,8,10,16,34.71295455018469,
1158,8,16,18,31,8,10,8,12,46.01595469546797,
1159,8,16,18,31,8,10,8,14,45.310978730076954,
1160,8,16,18,31,8,10,8,16,34.773637721094474,
1161,8,16,18,31,8,10,10,12,41.15326781966601,
1162,8,16,18,31,8,10,10,14,34.948378839374726,
1163,8,16,18,31,8,10,10,16,35.29118971669058,
1164,8,16,18,31,10,8,8,12,44.573486234200885,
1165,8,16,18,31,10,8,8,14,39.9290691894349,
1166,8,16,18,31,10,8,8,16,34.902337884480374,
1167,8,16,18,31,10,8,10,12,42.46779663647604,
1168,8,16,18,31,10,8,10,14,40.25946766971987,
1169,8,16,18,31,10,8,10,16,34.32582550038663,
1170,8,16,18,31,10,10,8,12,44.21885194296431,
1171,8,16,18,31,10,10,8,14,41.70794682161704,
1172,8,16,18,31,10,10,8,16,37.74844440851683,
1173,8,16,18,31,10,10,10,12,41.75006832439905,
1174,8,16,18,31,10,10,10,14,35.92583150949221,
1175,8,16,18,31,10,10,10,16,32.89155728841479,
1176,8,16,18,33,8,8,8,12,42.52738982215294,
1177,8,16,18,33,8,8,8,14,43.596848725567924,
1178,8,16,18,33,8,8,8,16,37.28287932909183,
1179,8,16,18,33,8,8,10,12,40.08749288935206,
1180,8,16,18,33,8,8,10,14,37.72081044561136,
1181,8,16,18,33,8,8,10,16,34.18202167991845,
1182,8,16,18,33,8,10,8,12,42.743049021840676,
1183,8,16,18,33,8,10,8,14,39.76272406453967,
1184,8,16,18,33,8,10,8,16,35.08036004828699,
1185,8,16,18,33,8,10,10,12,35.4873964410547,
1186,8,16,18,33,8,10,10,14,37.926628242820186,
1187,8,16,18,33,8,10,10,16,34.31273109653904,
1188,8,16,18,33,10,8,8,12,40.94495004951182,
1189,8,16,18,33,10,8,8,14,39.07371288956446,
1190,8,16,18,33,10,8,8,16,36.31993588898729,
1191,8,16,18,33,10,8,10,12,38.43165072324584,
1192,8,16,18,33,10,8,10,14,38.7773520776349,
1193,8,16,18,33,10,8,10,16,33.350691810492975,
1194,8,16,18,33,10,10,8,12,40.411555569819996,
1195,8,16,18,33,10,10,8,14,39.27922241860145,
1196,8,16,18,33,10,10,8,16,32.807943944773086,
1197,8,16,18,33,10,10,10,12,37.451680787310465,
1198,8,16,18,33,10,10,10,14,37.09375900235494,
1199,8,16,18,33,10,10,10,16,32.93378348781607,
1200,8,16,20,25,8,8,8,12,42.21637947447314,
1201,8,16,20,25,8,8,8,14,41.72479660725966,
1202,8,16,20,25,8,8,8,16,49.30534880320556,
1203,8,16,20,25,8,8,10,12,41.16780587652727,
1204,8,16,20,25,8,8,10,14,39.0769587145011,
1205,8,16,20,25,8,8,10,16,43.18685039150992,
1206,8,16,20,25,8,10,8,12,43.718566083716894,
1207,8,16,20,25,8,10,8,14,46.637104368869785,
1208,8,16,20,25,8,10,8,16,46.509551191667754,
1209,8,16,20,25,8,10,10,12,41.92063832162316,
1210,8,16,20,25,8,10,10,14,41.96831907415901,
1211,8,16,20,25,8,10,10,16,43.91473039432,
1212,8,16,20,25,10,8,8,12,39.96805789403385,
1213,8,16,20,25,10,8,8,14,41.9718335523676,
1214,8,16,20,25,10,8,8,16,47.233121651428775,
1215,8,16,20,25,10,8,10,12,38.63045264640198,
1216,8,16,20,25,10,8,10,14,36.673015771672596,
1217,8,16,20,25,10,8,10,16,40.465283644150304,
1218,8,16,20,25,10,10,8,12,38.59020419447603,
1219,8,16,20,25,10,10,8,14,45.75923359229421,
1220,8,16,20,25,10,10,8,16,44.358217552954954,
1221,8,16,20,25,10,10,10,12,34.84027207334597,
1222,8,16,20,25,10,10,10,14,38.332677596235584,
1223,8,16,20,25,10,10,10,16,43.07478711630583,
1224,8,16,20,27,8,8,8,12,43.48223518731277,
1225,8,16,20,27,8,8,8,14,46.20100985563917,
1226,8,16,20,27,8,8,8,16,46.78199502536373,
1227,8,16,20,27,8,8,10,12,41.10549041809088,
1228,8,16,20,27,8,8,10,14,42.23229454006895,
1229,8,16,20,27,8,8,10,16,49.05481725219241,
1230,8,16,20,27,8,10,8,12,42.51605873538762,
1231,8,16,20,27,8,10,8,14,44.613734624014256,
1232,8,16,20,27,8,10,8,16,49.00869119747867,
1233,8,16,20,27,8,10,10,12,37.56185850658841,
1234,8,16,20,27,8,10,10,14,42.92844362866816,
1235,8,16,20,27,8,10,10,16,36.289474825566145,
1236,8,16,20,27,10,8,8,12,41.707216937159245,
1237,8,16,20,27,10,8,8,14,44.11204510302903,
1238,8,16,20,27,10,8,8,16,47.511467702135604,
1239,8,16,20,27,10,8,10,12,39.3553815789642,
1240,8,16,20,27,10,8,10,14,41.80367321936458,
1241,8,16,20,27,10,8,10,16,45.16981059339159,
1242,8,16,20,27,10,10,8,12,42.67234826214275,
1243,8,16,20,27,10,10,8,14,45.751096373609386,
1244,8,16,20,27,10,10,8,16,48.422462207574995,
1245,8,16,20,27,10,10,10,12,38.14611365369615,
1246,8,16,20,27,10,10,10,14,39.005916019558015,
1247,8,16,20,27,10,10,10,16,34.11381008488419,
1248,8,16,20,29,8,8,8,12,42.54201747863638,
1249,8,16,20,29,8,8,8,14,46.50249513597211,
1250,8,16,20,29,8,8,8,16,47.10515632523388,
1251,8,16,20,29,8,8,10,12,37.95791180132579,
1252,8,16,20,29,8,8,10,14,48.159758972602674,
1253,8,16,20,29,8,8,10,16,38.49389729857805,
1254,8,16,20,29,8,10,8,12,44.75536116786503,
1255,8,16,20,29,8,10,8,14,47.798391173939734,
1256,8,16,20,29,8,10,8,16,37.69978640379159,
1257,8,16,20,29,8,10,10,12,43.88008186465552,
1258,8,16,20,29,8,10,10,14,46.81881554165983,
1259,8,16,20,29,8,10,10,16,35.42621359990562,
1260,8,16,20,29,10,8,8,12,40.59694365938151,
1261,8,16,20,29,10,8,8,14,46.999151620818,
1262,8,16,20,29,10,8,8,16,46.869252999951954,
1263,8,16,20,29,10,8,10,12,38.90549018996546,
1264,8,16,20,29,10,8,10,14,42.68827635144683,
1265,8,16,20,29,10,8,10,16,33.450037453195705,
1266,8,16,20,29,10,10,8,12,43.684062374557755,
1267,8,16,20,29,10,10,8,14,49.13973960467774,
1268,8,16,20,29,10,10,8,16,38.174740427247116,
1269,8,16,20,29,10,10,10,12,42.50802572748768,
1270,8,16,20,29,10,10,10,14,37.587169163481775,
1271,8,16,20,29,10,10,10,16,31.79412514465446,
1272,8,16,20,31,8,8,8,12,46.90922219444769,
1273,8,16,20,31,8,8,8,14,45.21479152266258,
1274,8,16,20,31,8,8,8,16,37.405506270445414,
1275,8,16,20,31,8,8,10,12,45.256756169809535,
1276,8,16,20,31,8,8,10,14,34.4174658357077,
1277,8,16,20,31,8,8,10,16,32.12191824661946,
1278,8,16,20,31,8,10,8,12,45.387167993490266,
1279,8,16,20,31,8,10,8,14,37.13133027672194,
1280,8,16,20,31,8,10,8,16,38.613560168250046,
1281,8,16,20,31,8,10,10,12,46.62694420668009,
1282,8,16,20,31,8,10,10,14,35.152774899462884,
1283,8,16,20,31,8,10,10,16,31.16700040343852,
1284,8,16,20,31,10,8,8,12,46.44967737135619,
1285,8,16,20,31,10,8,8,14,44.77365460598435,
1286,8,16,20,31,10,8,8,16,35.903711176740956,
1287,8,16,20,31,10,8,10,12,40.351907859000335,
1288,8,16,20,31,10,8,10,14,35.39107301810981,
1289,8,16,20,31,10,8,10,16,33.56257002327828,
1290,8,16,20,31,10,10,8,12,46.00465893280861,
1291,8,16,20,31,10,10,8,14,34.63689783249464,
1292,8,16,20,31,10,10,8,16,35.61366647527649,
1293,8,16,20,31,10,10,10,12,42.91856457780278,
1294,8,16,20,31,10,10,10,14,35.152774899462884,
1295,8,16,20,31,10,10,10,16,32.56031483580253,
1296,8,16,20,33,8,8,8,12,42.66050545343407,
1297,8,16,20,33,8,8,8,14,39.45112727803482,
1298,8,16,20,33,8,8,8,16,35.96524771334364,
1299,8,16,20,33,8,8,10,12,35.04323009899829,
1300,8,16,20,33,8,8,10,14,36.50596258734245,
1301,8,16,20,33,8,8,10,16,35.636918192345064,
1302,8,16,20,33,8,10,8,12,47.37180882101424,
1303,8,16,20,33,8,10,8,14,37.05789539410239,
1304,8,16,20,33,8,10,8,16,35.529839340674584,
1305,8,16,20,33,8,10,10,12,37.38956046700548,
1306,8,16,20,33,8,10,10,14,33.62206816182015,
1307,8,16,20,33,8,10,10,16,35.889494087798255,
1308,8,16,20,33,10,8,8,12,44.606325606555856,
1309,8,16,20,33,10,8,8,14,36.39332502892307,
1310,8,16,20,33,10,8,8,16,36.770118432753804,
1311,8,16,20,33,10,8,10,12,35.29033625730045,
1312,8,16,20,33,10,8,10,14,36.8378636814891,
1313,8,16,20,33,10,8,10,16,35.45066692304255,
1314,8,16,20,33,10,10,8,12,35.08778899524961,
1315,8,16,20,33,10,10,8,14,34.99006976851871,
1316,8,16,20,33,10,10,8,16,34.420187842093696,
1317,8,16,20,33,10,10,10,12,39.214807893273104,
1318,8,16,20,33,10,10,10,14,34.340325633267184,
1319,8,16,20,33,10,10,10,16,35.234574765892205,
1320,8,16,22,25,8,8,8,12,46.39331772851793,
1321,8,16,22,25,8,8,8,14,43.47487770884422,
1322,8,16,22,25,8,8,8,16,46.31776773054992,
1323,8,16,22,25,8,8,10,12,40.763033200494135,
1324,8,16,22,25,8,8,10,14,42.12740786450007,
1325,8,16,22,25,8,8,10,16,45.41493463120142,
1326,8,16,22,25,8,10,8,12,46.43096317660351,
1327,8,16,22,25,8,10,8,14,41.23012328016375,
1328,8,16,22,25,8,10,8,16,45.00351543444353,
1329,8,16,22,25,8,10,10,12,40.11720403451403,
1330,8,16,22,25,8,10,10,14,39.63565948402373,
1331,8,16,22,25,8,10,10,16,45.90782367330772,
1332,8,16,22,25,10,8,8,12,45.58864840810716,
1333,8,16,22,25,10,8,8,14,41.66143185616821,
1334,8,16,22,25,10,8,8,16,46.121266377755944,
1335,8,16,22,25,10,8,10,12,37.229779856160604,
1336,8,16,22,25,10,8,10,14,37.42061639483518,
1337,8,16,22,25,10,8,10,16,45.088051773589854,
1338,8,16,22,25,10,10,8,12,42.360557695750515,
1339,8,16,22,25,10,10,8,14,40.26224056036884,
1340,8,16,22,25,10,10,8,16,46.29583691879927,
1341,8,16,22,25,10,10,10,12,39.56938911759863,
1342,8,16,22,25,10,10,10,14,39.63565948402373,
1343,8,16,22,25,10,10,10,16,44.82735805140399,
1344,8,16,22,27,8,8,8,12,40.58068808811049,
1345,8,16,22,27,8,8,8,14,45.043885834117646,
1346,8,16,22,27,8,8,8,16,45.506865271161956,
1347,8,16,22,27,8,8,10,12,39.80453162762839,
1348,8,16,22,27,8,8,10,14,44.72515852808968,
1349,8,16,22,27,8,8,10,16,34.96251033362873,
1350,8,16,22,27,8,10,8,12,43.94593008862273,
1351,8,16,22,27,8,10,8,14,46.34860744659963,
1352,8,16,22,27,8,10,8,16,44.41497994351417,
1353,8,16,22,27,8,10,10,12,44.06985630172662,
1354,8,16,22,27,8,10,10,14,44.48776977408767,
1355,8,16,22,27,8,10,10,16,32.543072882270394,
1356,8,16,22,27,10,8,8,12,40.22865423964268,
1357,8,16,22,27,10,8,8,14,45.298681994964454,
1358,8,16,22,27,10,8,8,16,46.60561021828107,
1359,8,16,22,27,10,8,10,12,37.232578998791496,
1360,8,16,22,27,10,8,10,14,39.33240602988673,
1361,8,16,22,27,10,8,10,16,33.77782626563544,
1362,8,16,22,27,10,10,8,12,40.50781452375432,
1363,8,16,22,27,10,10,8,14,45.87994791718043,
1364,8,16,22,27,10,10,8,16,43.50526067428976,
1365,8,16,22,27,10,10,10,12,35.90944479567932,
1366,8,16,22,27,10,10,10,14,40.70331846447513,
1367,8,16,22,27,10,10,10,16,31.46483032066166,
1368,8,16,22,29,8,8,8,12,44.45581282206686,
1369,8,16,22,29,8,8,8,14,43.55023360854469,
1370,8,16,22,29,8,8,8,16,35.83806897514205,
1371,8,16,22,29,8,8,10,12,40.330434114387316,
1372,8,16,22,29,8,8,10,14,42.71263490806564,
1373,8,16,22,29,8,8,10,16,33.90737199690301,
1374,8,16,22,29,8,10,8,12,43.63249129328591,
1375,8,16,22,29,8,10,8,14,45.727201300693565,
1376,8,16,22,29,8,10,8,16,35.49074011135164,
1377,8,16,22,29,8,10,10,12,42.8993501501387,
1378,8,16,22,29,8,10,10,14,34.95270822891632,
1379,8,16,22,29,8,10,10,16,33.22437038106111,
1380,8,16,22,29,10,8,8,12,39.736940918967264,
1381,8,16,22,29,10,8,8,14,46.4167745696609,
1382,8,16,22,29,10,8,8,16,35.91224398827708,
1383,8,16,22,29,10,8,10,12,38.29934880805504,
1384,8,16,22,29,10,8,10,14,35.256486540281344,
1385,8,16,22,29,10,8,10,16,33.28658130909071,
1386,8,16,22,29,10,10,8,12,46.412219214732914,
1387,8,16,22,29,10,10,8,14,45.131954120746116,
1388,8,16,22,29,10,10,8,16,36.05491655543369,
1389,8,16,22,29,10,10,10,12,37.07378282886137,
1390,8,16,22,29,10,10,10,14,33.78944381996641,
1391,8,16,22,29,10,10,10,16,32.4886359654171,
1392,8,16,22,31,8,8,8,12,44.30857198160575,
1393,8,16,22,31,8,8,8,14,44.455942850301994,
1394,8,16,22,31,8,8,8,16,34.996676590716305,
1395,8,16,22,31,8,8,10,12,43.4933224550914,
1396,8,16,22,31,8,8,10,14,33.19557307738759,
1397,8,16,22,31,8,8,10,16,32.84844061908663,
1398,8,16,22,31,8,10,8,12,43.194186986775236,
1399,8,16,22,31,8,10,8,14,35.90294730475068,
1400,8,16,22,31,8,10,8,16,32.81263413137901,
1401,8,16,22,31,8,10,10,12,35.52883529864454,
1402,8,16,22,31,8,10,10,14,32.82000174567531,
1403,8,16,22,31,8,10,10,16,32.99379339275757,
1404,8,16,22,31,10,8,8,12,43.85355201592691,
1405,8,16,22,31,10,8,8,14,33.867237486559276,
1406,8,16,22,31,10,8,8,16,35.04640239662828,
1407,8,16,22,31,10,8,10,12,40.206723325705724,
1408,8,16,22,31,10,8,10,14,34.68696477983309,
1409,8,16,22,31,10,8,10,16,35.69040560610043,
1410,8,16,22,31,10,10,8,12,44.2313653628276,
1411,8,16,22,31,10,10,8,14,35.62567940821208,
1412,8,16,22,31,10,10,8,16,33.594021269543845,
1413,8,16,22,31,10,10,10,12,35.339137440038115,
1414,8,16,22,31,10,10,10,14,33.115164366658036,
1415,8,16,22,31,10,10,10,16,33.953231144205205,
1416,8,16,22,33,8,8,8,12,46.05815248036964,
1417,8,16,22,33,8,8,8,14,34.548853711391615,
1418,8,16,22,33,8,8,8,16,34.88100820288477,
1419,8,16,22,33,8,8,10,12,33.45768644107483,
1420,8,16,22,33,8,8,10,14,33.22862309959771,
1421,8,16,22,33,8,8,10,16,34.46571929439659,
1422,8,16,22,33,8,10,8,12,37.286527105468934,
1423,8,16,22,33,8,10,8,14,35.33948464592595,
1424,8,16,22,33,8,10,8,16,35.64455595655431,
1425,8,16,22,33,8,10,10,12,34.75239367837824,
1426,8,16,22,33,8,10,10,14,35.20509201466152,
1427,8,16,22,33,8,10,10,16,34.92675589296644,
1428,8,16,22,33,10,8,8,12,45.155346159325916,
1429,8,16,22,33,10,8,8,14,32.879046496337,
1430,8,16,22,33,10,8,8,16,35.64455595655431,
1431,8,16,22,33,10,8,10,12,34.21317691412003,
1432,8,16,22,33,10,8,10,14,32.99057540611591,
1433,8,16,22,33,10,8,10,16,32.98953371577986,
1434,8,16,22,33,10,10,8,12,34.752913277069894,
1435,8,16,22,33,10,10,8,14,31.71667461047477,
1436,8,16,22,33,10,10,8,16,35.11684371035727,
1437,8,16,22,33,10,10,10,12,37.42529443638483,
1438,8,16,22,33,10,10,10,14,32.862875656440735,
1439,8,16,22,33,10,10,10,16,32.27995388879387,
1440,10,12,16,25,8,8,8,12,33.157417196273656,
1441,10,12,16,25,8,8,8,14,32.129394919016164,
1442,10,12,16,25,8,8,8,16,33.9387493285509,
1443,10,12,16,25,8,8,10,12,37.12869594919684,
1444,10,12,16,25,8,8,10,14,36.13634632884745,
1445,10,12,16,25,8,8,10,16,40.10572333350024,
1446,10,12,16,25,8,10,8,12,32.89629884410192,
1447,10,12,16,25,8,10,8,14,33.914843917386406,
1448,10,12,16,25,8,10,8,16,37.110190059250726,
1449,10,12,16,25,8,10,10,12,38.65344085761927,
1450,10,12,16,25,8,10,10,14,37.708469663912155,
1451,10,12,16,25,8,10,10,16,38.41976865768012,
1452,10,12,16,25,10,8,8,12,33.064925073731985,
1453,10,12,16,25,10,8,8,14,32.99380087667447,
1454,10,12,16,25,10,8,8,16,36.289052748516866,
1455,10,12,16,25,10,8,10,12,36.13464308664365,
1456,10,12,16,25,10,8,10,14,37.57298011855082,
1457,10,12,16,25,10,8,10,16,37.997691060315844,
1458,10,12,16,25,10,10,8,12,33.76054579625375,
1459,10,12,16,25,10,10,8,14,32.65446347723082,
1460,10,12,16,25,10,10,8,16,37.32689263563273,
1461,10,12,16,25,10,10,10,12,37.9042934189975,
1462,10,12,16,25,10,10,10,14,35.83548134442972,
1463,10,12,16,25,10,10,10,16,36.75842200144314,
1464,10,12,16,27,8,8,8,12,37.55013867784055,
1465,10,12,16,27,8,8,8,14,34.98988245715654,
1466,10,12,16,27,8,8,8,16,37.05927215237267,
1467,10,12,16,27,8,8,10,12,36.56249966767976,
1468,10,12,16,27,8,8,10,14,38.47261333683298,
1469,10,12,16,27,8,8,10,16,39.447049745513226,
1470,10,12,16,27,8,10,8,12,39.3369880668771,
1471,10,12,16,27,8,10,8,14,37.489237012417505,
1472,10,12,16,27,8,10,8,16,34.243078216788916,
1473,10,12,16,27,8,10,10,12,41.40218924475019,
1474,10,12,16,27,8,10,10,14,39.527412940174,
1475,10,12,16,27,8,10,10,16,36.655894857393804,
1476,10,12,16,27,10,8,8,12,30.84831663522553,
1477,10,12,16,27,10,8,8,14,31.886636860501397,
1478,10,12,16,27,10,8,8,16,32.43309190050678,
1479,10,12,16,27,10,8,10,12,36.310757030618134,
1480,10,12,16,27,10,8,10,14,36.84955413590879,
1481,10,12,16,27,10,8,10,16,32.579798349700184,
1482,10,12,16,27,10,10,8,12,32.649336041088674,
1483,10,12,16,27,10,10,8,14,37.28270239763461,
1484,10,12,16,27,10,10,8,16,35.71145738210433,
1485,10,12,16,27,10,10,10,12,37.08726626708062,
1486,10,12,16,27,10,10,10,14,38.219430071780806,
1487,10,12,16,27,10,10,10,16,35.39489901969387,
1488,10,12,16,29,8,8,8,12,34.18253692470921,
1489,10,12,16,29,8,8,8,14,37.428994799237046,
1490,10,12,16,29,8,8,8,16,34.980528215906304,
1491,10,12,16,29,8,8,10,12,34.948155817994035,
1492,10,12,16,29,8,8,10,14,36.48384510694933,
1493,10,12,16,29,8,8,10,16,35.8751584591528,
1494,10,12,16,29,8,10,8,12,33.41682232102153,
1495,10,12,16,29,8,10,8,14,34.57906386191439,
1496,10,12,16,29,8,10,8,16,34.69250605769622,
1497,10,12,16,29,8,10,10,12,38.711478401358306,
1498,10,12,16,29,8,10,10,14,35.53999015557818,
1499,10,12,16,29,8,10,10,16,39.6747411034267,
1500,10,12,16,29,10,8,8,12,32.674181170907445,
1501,10,12,16,29,10,8,8,14,31.44419796937106,
1502,10,12,16,29,10,8,8,16,30.40743898801682,
1503,10,12,16,29,10,8,10,12,34.77620612936903,
1504,10,12,16,29,10,8,10,14,32.44736522982305,
1505,10,12,16,29,10,8,10,16,31.65096192388603,
1506,10,12,16,29,10,10,8,12,32.60999118757553,
1507,10,12,16,29,10,10,8,14,32.743837792752316,
1508,10,12,16,29,10,10,8,16,34.425074184050146,
1509,10,12,16,29,10,10,10,12,40.1508258720682,
1510,10,12,16,29,10,10,10,14,34.63233453790184,
1511,10,12,16,29,10,10,10,16,41.00888495046158,
1512,10,12,16,31,8,8,8,12,33.70598472168325,
1513,10,12,16,31,8,8,8,14,30.924793122845387,
1514,10,12,16,31,8,8,8,16,33.2486639631106,
1515,10,12,16,31,8,8,10,12,35.85247702436624,
1516,10,12,16,31,8,8,10,14,30.828433764123247,
1517,10,12,16,31,8,8,10,16,34.26353807788092,
