,roc_l1,roc_l2,roc_l3,roc_l4,sma_l1,sma_l2,sma_l3,sma_l4,Returns%,MaxR
505,8,14,16,27,8,8,8,14,37.263388613050864,
506,8,14,16,27,8,8,8,16,36.62272810763207,
507,8,14,16,27,8,8,10,12,39.26009351075885,
508,8,14,16,27,8,8,10,14,41.262140854797394,
509,8,14,16,27,8,8,10,16,37.32725583508915,
510,8,14,16,27,8,10,8,12,37.53079259335507,
511,8,14,16,27,8,10,8,14,39.77820331016565,
512,8,14,16,27,8,10,8,16,37.244356254497575,
513,8,14,16,27,8,10,10,12,39.9803895821307,
514,8,14,16,27,8,10,10,14,40.75379781261452,
515,8,14,16,27,8,10,10,16,42.930538645080674,
516,8,14,16,27,10,8,8,12,33.22557606384308,
517,8,14,16,27,10,8,8,14,31.864792820681487,
518,8,14,16,27,10,8,8,16,35.71145738210433,
519,8,14,16,27,10,8,10,12,40.559694714622566,
520,8,14,16,27,10,8,10,14,39.2267982795274,
521,8,14,16,27,10,8,10,16,35.74447640978218,
522,8,14,16,27,10,10,8,12,36.819752458219114,
523,8,14,16,27,10,10,8,14,36.071506706318786,
524,8,14,16,27,10,10,8,16,37.01202222945713,
525,8,14,16,27,10,10,10,12,40.06462032856359,
526,8,14,16,27,10,10,10,14,39.60354790723673,
527,8,14,16,27,10,10,10,16,40.82486260127243,
528,8,14,16,29,8,8,8,12,35.055786107327606,
529,8,14,16,29,8,8,8,14,34.19738040717928,
530,8,14,16,29,8,8,8,16,35.05745003683214,
531,8,14,16,29,8,8,10,12,40.424141969942866,
532,8,14,16,29,8,8,10,14,37.68807615234846,
533,8,14,16,29,8,8,10,16,37.91573007642785,
534,8,14,16,29,8,10,8,12,39.85284212669157,
535,8,14,16,29,8,10,8,14,35.43113432863092,
536,8,14,16,29,8,10,8,16,35.92696099376835,
537,8,14,16,29,8,10,10,12,41.85111128942148,
538,8,14,16,29,8,10,10,14,34.91315612503922,
539,8,14,16,29,8,10,10,16,41.199325365447805,
540,8,14,16,29,10,8,8,12,33.13907475053591,
541,8,14,16,29,10,8,8,14,33.14454206476964,
542,8,14,16,29,10,8,8,16,35.87843473098309,
543,8,14,16,29,10,8,10,12,38.803075000907,
544,8,14,16,29,10,8,10,14,32.81024701774538,
545,8,14,16,29,10,8,10,16,38.429475223531824,
546,8,14,16,29,10,10,8,12,35.42489539481747,
547,8,14,16,29,10,10,8,14,33.01151421544134,
548,8,14,16,29,10,10,8,16,37.042106901232245,
549,8,14,16,29,10,10,10,12,39.80728267115424,
550,8,14,16,29,10,10,10,14,36.2297155233598,
551,8,14,16,29,10,10,10,16,40.95520310764067,
552,8,14,16,31,8,8,8,12,38.44005425655379,
553,8,14,16,31,8,8,8,14,38.03889187083482,
554,8,14,16,31,8,8,8,16,34.106720376211456,
555,8,14,16,31,8,8,10,12,37.38376797523179,
556,8,14,16,31,8,8,10,14,36.544915214913004,
557,8,14,16,31,8,8,10,16,36.23423606982547,
558,8,14,16,31,8,10,8,12,39.08737608836222,
559,8,14,16,31,8,10,8,14,37.21495147785089,
560,8,14,16,31,8,10,8,16,38.44187656231492,
561,8,14,16,31,8,10,10,12,38.28786522297423,
562,8,14,16,31,8,10,10,14,40.03091381318728,
563,8,14,16,31,8,10,10,16,33.14066091639742,
564,8,14,16,31,10,8,8,12,36.62390799322421,
565,8,14,16,31,10,8,8,14,37.16887044129709,
566,8,14,16,31,10,8,8,16,34.52616569798141,
567,8,14,16,31,10,8,10,12,38.47348944866755,
568,8,14,16,31,10,8,10,14,37.26198023979313,
569,8,14,16,31,10,8,10,16,37.76148128761565,
570,8,14,16,31,10,10,8,12,38.778473527203886,
571,8,14,16,31,10,10,8,14,39.66994890037816,
572,8,14,16,31,10,10,8,16,39.54426093783431,
573,8,14,16,31,10,10,10,12,38.75069098028561,
574,8,14,16,31,10,10,10,14,39.988242479092605,
575,8,14,16,31,10,10,10,16,31.662371337233793,
576,8,14,16,33,8,8,8,12,35.2220533111182,
577,8,14,16,33,8,8,8,14,36.74435284697367,
578,8,14,16,33,8,8,8,16,41.111015424717806,
579,8,14,16,33,8,8,10,12,37.04419030497016,
580,8,14,16,33,8,8,10,14,40.59821966263047,
581,8,14,16,33,8,8,10,16,35.39412894569827,
582,8,14,16,33,8,10,8,12,38.11901265898999,
583,8,14,16,33,8,10,8,14,38.80892659068783,
584,8,14,16,33,8,10,8,16,34.39932506834563,
585,8,14,16,33,8,10,10,12,38.07661654926821,
586,8,14,16,33,8,10,10,14,36.769903946047776,
587,8,14,16,33,8,10,10,16,36.181976371768826,
588,8,14,16,33,10,8,8,12,33.18123827094962,
589,8,14,16,33,10,8,8,14,34.18058074476366,
590,8,14,16,33,10,8,8,16,36.35154311599652,
591,8,14,16,33,10,8,10,12,37.58223959012781,
592,8,14,16,33,10,8,10,14,41.53580557097317,
593,8,14,16,33,10,8,10,16,35.79240822547547,
594,8,14,16,33,10,10,8,12,34.968812552394354,
595,8,14,16,33,10,10,8,14,37.969363954877565,
596,8,14,16,33,10,10,8,16,38.47267699466673,
597,8,14,16,33,10,10,10,12,36.191413823258046,
598,8,14,16,33,10,10,10,14,36.34514651913443,
599,8,14,16,33,10,10,10,16,33.76520326621804,
600,8,14,18,25,8,8,8,12,35.6969725955075,
601,8,14,18,25,8,8,8,14,36.335983831872426,
602,8,14,18,25,8,8,8,16,41.832441354649404,
603,8,14,18,25,8,8,10,12,32.751052955588165,
604,8,14,18,25,8,8,10,14,39.946649538357605,
605,8,14,18,25,8,8,10,16,40.3788712455401,
606,8,14,18,25,8,10,8,12,34.00091900536435,
607,8,14,18,25,8,10,8,14,37.690896665365756,
608,8,14,18,25,8,10,8,16,45.67581326949315,
609,8,14,18,25,8,10,10,12,35.334097080532786,
610,8,14,18,25,8,10,10,14,37.68943126700333,
611,8,14,18,25,8,10,10,16,41.43832166702924,
612,8,14,18,25,10,8,8,12,32.6395642804454,
613,8,14,18,25,10,8,8,14,35.49182187474207,
614,8,14,18,25,10,8,8,16,41.34591771006049,
615,8,14,18,25,10,8,10,12,35.59353462347724,
616,8,14,18,25,10,8,10,14,36.170962312671605,
617,8,14,18,25,10,8,10,16,39.76281658217357,
618,8,14,18,25,10,10,8,12,34.9034214194796,
619,8,14,18,25,10,10,8,14,33.691534635101476,
620,8,14,18,25,10,10,8,16,40.711130465998025,
621,8,14,18,25,10,10,10,12,36.99349811558395,
622,8,14,18,25,10,10,10,14,36.8018204197175,
623,8,14,18,25,10,10,10,16,42.5358488166533,
624,8,14,18,27,8,8,8,12,41.55939531768783,
625,8,14,18,27,8,8,8,14,41.657673168944996,
626,8,14,18,27,8,8,8,16,43.66107983071507,
627,8,14,18,27,8,8,10,12,42.27064106120366,
628,8,14,18,27,8,8,10,14,40.29689549714604,
629,8,14,18,27,8,8,10,16,42.611152397921046,
630,8,14,18,27,8,10,8,12,43.05934201053722,
631,8,14,18,27,8,10,8,14,40.0133763008491,
632,8,14,18,27,8,10,8,16,41.09256648925961,
633,8,14,18,27,8,10,10,12,41.34720071598329,
634,8,14,18,27,8,10,10,14,38.9156325336877,
635,8,14,18,27,8,10,10,16,43.696257630181464,
636,8,14,18,27,10,8,8,12,39.08631095072292,
637,8,14,18,27,10,8,8,14,39.9025212793305,
638,8,14,18,27,10,8,8,16,40.4131539917737,
639,8,14,18,27,10,8,10,12,40.98058733103608,
640,8,14,18,27,10,8,10,14,41.152413988558436,
641,8,14,18,27,10,8,10,16,43.912863067438366,
642,8,14,18,27,10,10,8,12,41.22983665431494,
643,8,14,18,27,10,10,8,14,40.279922611602046,
644,8,14,18,27,10,10,8,16,42.71951211913756,
645,8,14,18,27,10,10,10,12,42.080895332405646,
646,8,14,18,27,10,10,10,14,39.0729710515304,
647,8,14,18,27,10,10,10,16,42.8791642145049,
648,8,14,18,29,8,8,8,12,42.84420287302379,
649,8,14,18,29,8,8,8,14,40.58846019506339,
650,8,14,18,29,8,8,8,16,40.05049961540945,
651,8,14,18,29,8,8,10,12,42.471996053776195,
652,8,14,18,29,8,8,10,14,41.21695132018323,
653,8,14,18,29,8,8,10,16,41.96503741310437,
654,8,14,18,29,8,10,8,12,40.053806980642435,
655,8,14,18,29,8,10,8,14,44.21885194296431,
656,8,14,18,29,8,10,8,16,42.25051057069152,
657,8,14,18,29,8,10,10,12,42.43459002522101,
658,8,14,18,29,8,10,10,14,44.271392616745544,
659,8,14,18,29,8,10,10,16,37.140436217600666,
660,8,14,18,29,10,8,8,12,42.27270386215804,
661,8,14,18,29,10,8,8,14,40.07897620112601,
662,8,14,18,29,10,8,8,16,39.9581622648609,
663,8,14,18,29,10,8,10,12,42.50114269845503,
664,8,14,18,29,10,8,10,14,40.908738457354815,
665,8,14,18,29,10,8,10,16,39.09399051975322,
666,8,14,18,29,10,10,8,12,39.010921510931496,
667,8,14,18,29,10,10,8,14,40.03346098230571,
668,8,14,18,29,10,10,8,16,44.22850263730868,
669,8,14,18,29,10,10,10,12,40.76786365948158,
670,8,14,18,29,10,10,10,14,41.917551598249986,
671,8,14,18,29,10,10,10,16,32.14898715984552,
672,8,14,18,31,8,8,8,12,40.668865693625406,
673,8,14,18,31,8,8,8,14,40.02701972161583,
674,8,14,18,31,8,8,8,16,43.40340905101513,
675,8,14,18,31,8,8,10,12,35.93450893920948,
676,8,14,18,31,8,8,10,14,39.542104929861864,
677,8,14,18,31,8,8,10,16,33.024195896564834,
678,8,14,18,31,8,10,8,12,43.637242005256155,
679,8,14,18,31,8,10,8,14,41.40717464012849,
680,8,14,18,31,8,10,8,16,37.52681259072702,
681,8,14,18,31,8,10,10,12,40.60893446631431,
682,8,14,18,31,8,10,10,14,32.83622489576052,
683,8,14,18,31,8,10,10,16,34.859052590160616,
684,8,14,18,31,10,8,8,12,39.11547038526203,
685,8,14,18,31,10,8,8,14,39.01137718172765,
686,8,14,18,31,10,8,8,16,43.08214145417202,
687,8,14,18,31,10,8,10,12,36.52812645767557,
688,8,14,18,31,10,8,10,14,39.80154308827997,
689,8,14,18,31,10,8,10,16,33.024195896564834,
690,8,14,18,31,10,10,8,12,43.50935857483617,
691,8,14,18,31,10,10,8,14,42.033397169720104,
692,8,14,18,31,10,10,8,16,35.886506741629006,
693,8,14,18,31,10,10,10,12,40.60893446631431,
694,8,14,18,31,10,10,10,14,31.108000436134574,
695,8,14,18,31,10,10,10,16,34.36274621262501,
696,8,14,18,33,8,8,8,12,39.57115078856208,
697,8,14,18,33,8,8,8,14,39.6510844268451,
698,8,14,18,33,8,8,8,16,39.12401824850295,
699,8,14,18,33,8,8,10,12,37.59659386072522,
700,8,14,18,33,8,8,10,14,38.38411412412063,
701,8,14,18,33,8,8,10,16,39.69365519756349,
702,8,14,18,33,8,10,8,12,41.36986951918246,
703,8,14,18,33,8,10,8,14,37.98399852334032,
704,8,14,18,33,8,10,8,16,37.614991589720375,
705,8,14,18,33,8,10,10,12,45.353833316537646,
706,8,14,18,33,8,10,10,14,40.588337845072914,
707,8,14,18,33,8,10,10,16,32.41066361940642,
708,8,14,18,33,10,8,8,12,41.27478830128044,
709,8,14,18,33,10,8,8,14,40.27963386013448,
710,8,14,18,33,10,8,8,16,36.542568647152706,
711,8,14,18,33,10,8,10,12,37.83999258505273,
712,8,14,18,33,10,8,10,14,38.366638591933736,
713,8,14,18,33,10,8,10,16,37.14499030824584,
714,8,14,18,33,10,10,8,12,40.93343609018072,
715,8,14,18,33,10,10,8,14,39.15904905319567,
716,8,14,18,33,10,10,8,16,35.42520894155294,
717,8,14,18,33,10,10,10,12,32.91336951403082,
718,8,14,18,33,10,10,10,14,38.70173102429126,
719,8,14,18,33,10,10,10,16,32.41066361940642,
720,8,14,20,25,8,8,8,12,39.356582415787074,
721,8,14,20,25,8,8,8,14,40.16090195794769,
722,8,14,20,25,8,8,8,16,43.42569105872397,
723,8,14,20,25,8,8,10,12,40.83482434718627,
724,8,14,20,25,8,8,10,14,39.86020750437115,
725,8,14,20,25,8,8,10,16,38.867238761932526,
726,8,14,20,25,8,10,8,12,41.463434649051464,
727,8,14,20,25,8,10,8,14,40.28525467202152,
728,8,14,20,25,8,10,8,16,45.970853843272465,
729,8,14,20,25,8,10,10,12,40.24546049106522,
730,8,14,20,25,8,10,10,14,37.9272225132091,
731,8,14,20,25,8,10,10,16,42.92844362866816,
732,8,14,20,25,10,8,8,12,38.10449787201679,
733,8,14,20,25,10,8,8,14,40.95277863107242,
734,8,14,20,25,10,8,8,16,41.043525570576605,
735,8,14,20,25,10,8,10,12,41.154768345419285,
736,8,14,20,25,10,8,10,14,39.51476702281482,
737,8,14,20,25,10,8,10,16,39.03678014141258,
738,8,14,20,25,10,10,8,12,35.90565011538419,
739,8,14,20,25,10,10,8,14,41.33015527053129,
740,8,14,20,25,10,10,8,16,44.3237248471122,
741,8,14,20,25,10,10,10,12,37.20507872328187,
742,8,14,20,25,10,10,10,14,37.17529587521213,
743,8,14,20,25,10,10,10,16,38.76324137959304,
744,8,14,20,27,8,8,8,12,40.97334138324888,
745,8,14,20,27,8,8,8,14,37.759515435309254,
746,8,14,20,27,8,8,8,16,45.25310827867969,
747,8,14,20,27,8,8,10,12,40.883065327991545,
748,8,14,20,27,8,8,10,14,38.13826206383064,
749,8,14,20,27,8,8,10,16,45.7652439449073,
750,8,14,20,27,8,10,8,12,41.707216937159245,
751,8,14,20,27,8,10,8,14,43.58950872857156,
752,8,14,20,27,8,10,8,16,46.910877598941,
753,8,14,20,27,8,10,10,12,40.496552259948714,
754,8,14,20,27,8,10,10,14,41.670658986629405,
755,8,14,20,27,8,10,10,16,46.70951389718809,
756,8,14,20,27,10,8,8,12,40.415881476482355,
757,8,14,20,27,10,8,8,14,40.584796943735654,
758,8,14,20,27,10,8,8,16,46.92524952717713,
759,8,14,20,27,10,8,10,12,39.31469178063361,
760,8,14,20,27,10,8,10,14,38.91445900387794,
761,8,14,20,27,10,8,10,16,42.51324988037976,
762,8,14,20,27,10,10,8,12,41.707216937159245,
763,8,14,20,27,10,10,8,14,43.843871925583784,
764,8,14,20,27,10,10,8,16,46.522074720530014,
765,8,14,20,27,10,10,10,12,39.22466388500453,
766,8,14,20,27,10,10,10,14,40.68066913071644,
767,8,14,20,27,10,10,10,16,44.84109116123358,
768,8,14,20,29,8,8,8,12,40.98429866326646,
769,8,14,20,29,8,8,8,14,42.724919461981585,
770,8,14,20,29,8,8,8,16,46.57015475310578,
771,8,14,20,29,8,8,10,12,39.82890523714181,
772,8,14,20,29,8,8,10,14,42.461529345556215,
773,8,14,20,29,8,8,10,16,43.32523066939214,
774,8,14,20,29,8,10,8,12,40.41865373462895,
775,8,14,20,29,8,10,8,14,46.87192780101486,
776,8,14,20,29,8,10,8,16,46.73118114744787,
777,8,14,20,29,8,10,10,12,37.866334707137725,
778,8,14,20,29,8,10,10,14,45.7652439449073,
779,8,14,20,29,8,10,10,16,35.372607196584084,
780,8,14,20,29,10,8,8,12,40.927570657781615,
781,8,14,20,29,10,8,8,14,42.00801346321089,
782,8,14,20,29,10,8,8,16,44.83039204113828,
783,8,14,20,29,10,8,10,12,40.337756404848534,
784,8,14,20,29,10,8,10,14,41.41751698141911,
785,8,14,20,29,10,8,10,16,41.04553264271729,
786,8,14,20,29,10,10,8,12,40.29889212965236,
787,8,14,20,29,10,10,8,14,42.611152397921046,
788,8,14,20,29,10,10,8,16,45.24583335875113,
789,8,14,20,29,10,10,10,12,39.72738922501847,
790,8,14,20,29,10,10,10,14,42.26377000269159,
791,8,14,20,29,10,10,10,16,31.074779040639527,
792,8,14,20,31,8,8,8,12,47.691906153777126,
793,8,14,20,31,8,8,8,14,42.236186454407004,
794,8,14,20,31,8,8,8,16,44.62090722219881,
795,8,14,20,31,8,8,10,12,37.8044335025493,
796,8,14,20,31,8,8,10,14,40.336253346376054,
797,8,14,20,31,8,8,10,16,35.369591243466346,
798,8,14,20,31,8,10,8,12,46.18374115507453,
799,8,14,20,31,8,10,8,14,42.49136163796345,
800,8,14,20,31,8,10,8,16,35.31182878498828,
801,8,14,20,31,8,10,10,12,40.86726850596679,
802,8,14,20,31,8,10,10,14,35.52632237886206,
803,8,14,20,31,8,10,10,16,34.13091466302666,
804,8,14,20,31,10,8,8,12,43.15384150388908,
805,8,14,20,31,10,8,8,14,40.82661336946143,
806,8,14,20,31,10,8,8,16,39.44575714561327,
807,8,14,20,31,10,8,10,12,38.84501619065398,
808,8,14,20,31,10,8,10,14,39.39836828811778,
809,8,14,20,31,10,8,10,16,34.52068522315551,
810,8,14,20,31,10,10,8,12,44.83089551037506,
811,8,14,20,31,10,10,8,14,42.37689095297142,
812,8,14,20,31,10,10,8,16,32.99084683885147,
813,8,14,20,31,10,10,10,12,38.72210821685809,
814,8,14,20,31,10,10,10,14,33.989454754710664,
815,8,14,20,31,10,10,10,16,33.839922872116006,
816,8,14,20,33,8,8,8,12,45.026047024188415,
817,8,14,20,33,8,8,8,14,44.28988897624501,
818,8,14,20,33,8,8,8,16,39.68274845633459,
819,8,14,20,33,8,8,10,12,43.2021477499209,
820,8,14,20,33,8,8,10,14,39.16892146787691,
821,8,14,20,33,8,8,10,16,34.912302722757744,
822,8,14,20,33,8,10,8,12,42.49910274247071,
823,8,14,20,33,8,10,8,14,37.23149399208063,
824,8,14,20,33,8,10,8,16,36.21039474514484,
825,8,14,20,33,8,10,10,12,37.465396096015525,
826,8,14,20,33,8,10,10,14,35.699949939822375,
827,8,14,20,33,8,10,10,16,35.656140988484424,
828,8,14,20,33,10,8,8,12,39.58734891682897,
829,8,14,20,33,10,8,8,14,40.527341793540046,
830,8,14,20,33,10,8,8,16,38.04419518513038,
831,8,14,20,33,10,8,10,12,42.86162628457615,
832,8,14,20,33,10,8,10,14,40.77906014794263,
833,8,14,20,33,10,8,10,16,33.51977180079376,
834,8,14,20,33,10,10,8,12,43.392169646277694,
835,8,14,20,33,10,10,8,14,34.74346009591622,
836,8,14,20,33,10,10,8,16,36.442556452212926,
837,8,14,20,33,10,10,10,12,34.900076040629784,
838,8,14,20,33,10,10,10,14,36.37328660083497,
839,8,14,20,33,10,10,10,16,33.547087016794535,
840,8,14,22,25,8,8,8,12,39.524810146094495,
841,8,14,22,25,8,8,8,14,42.69343125502007,
842,8,14,22,25,8,8,8,16,43.31619134401117,
843,8,14,22,25,8,8,10,12,37.48825667934622,
844,8,14,22,25,8,8,10,14,37.83519539131041,
845,8,14,22,25,8,8,10,16,44.88919779893703,
846,8,14,22,25,8,10,8,12,45.12740208159815,
847,8,14,22,25,8,10,8,14,42.205143100221306,
848,8,14,22,25,8,10,8,16,44.61144624873043,
849,8,14,22,25,8,10,10,12,37.23725399120795,
850,8,14,22,25,8,10,10,14,36.70310261058978,
851,8,14,22,25,8,10,10,16,44.48776977408767,
852,8,14,22,25,10,8,8,12,41.52082233323134,
853,8,14,22,25,10,8,8,14,37.91590444469648,
854,8,14,22,25,10,8,8,16,42.50192031928685,
855,8,14,22,25,10,8,10,12,37.486914834273904,
856,8,14,22,25,10,8,10,14,35.849229159643585,
857,8,14,22,25,10,8,10,16,39.73110629705636,
858,8,14,22,25,10,10,8,12,39.25534955005125,
859,8,14,22,25,10,10,8,14,40.70086731976406,
860,8,14,22,25,10,10,8,16,45.424015919125,
861,8,14,22,25,10,10,10,12,35.6808564351272,
862,8,14,22,25,10,10,10,14,35.03343983043641,
863,8,14,22,25,10,10,10,16,41.34436799478149,
864,8,14,22,27,8,8,8,12,43.88416389178346,
865,8,14,22,27,8,8,8,14,42.79107772594878,
866,8,14,22,27,8,8,8,16,44.312477632548934,
867,8,14,22,27,8,8,10,12,41.369143195495354,
868,8,14,22,27,8,8,10,14,38.40908172696487,
869,8,14,22,27,8,8,10,16,43.547452181426365,
870,8,14,22,27,8,10,8,12,38.426811596681546,
871,8,14,22,27,8,10,8,14,41.95449442130678,
872,8,14,22,27,8,10,8,16,44.47106299184662,
873,8,14,22,27,8,10,10,12,35.62988895484932,
874,8,14,22,27,8,10,10,14,39.283638325444144,
875,8,14,22,27,8,10,10,16,33.77782626563544,
876,8,14,22,27,10,8,8,12,40.046492544433164,
877,8,14,22,27,10,8,8,14,37.28583951401083,
878,8,14,22,27,10,8,8,16,45.82579825421905,
879,8,14,22,27,10,8,10,12,37.92947538409547,
880,8,14,22,27,10,8,10,14,38.66804240215859,
881,8,14,22,27,10,8,10,16,43.96270993524905,
882,8,14,22,27,10,10,8,12,38.05382161323632,
883,8,14,22,27,10,10,8,14,40.981647418440076,
884,8,14,22,27,10,10,8,16,46.45989694906271,
885,8,14,22,27,10,10,10,12,36.79311218720579,
886,8,14,22,27,10,10,10,14,36.67180640037327,
887,8,14,22,27,10,10,10,16,33.77782626563544,
888,8,14,22,29,8,8,8,12,40.330600020839,
889,8,14,22,29,8,8,8,14,42.36563173662179,
890,8,14,22,29,8,8,8,16,44.153944587230654,
891,8,14,22,29,8,8,10,12,38.40723518244596,
892,8,14,22,29,8,8,10,14,38.98569018467563,
893,8,14,22,29,8,8,10,16,33.901971639461095,
894,8,14,22,29,8,10,8,12,40.02064785787917,
895,8,14,22,29,8,10,8,14,44.568826034029144,
896,8,14,22,29,8,10,8,16,36.550375479168224,
897,8,14,22,29,8,10,10,12,39.17683000845017,
898,8,14,22,29,8,10,10,14,33.8353110091042,
899,8,14,22,29,8,10,10,16,32.9910385971225,
900,8,14,22,29,10,8,8,12,39.069160673958066,
901,8,14,22,29,10,8,8,14,42.210480449049555,
902,8,14,22,29,10,8,8,16,41.27214120033497,
903,8,14,22,29,10,8,10,12,36.877350475539004,
904,8,14,22,29,10,8,10,14,37.015546767149345,
905,8,14,22,29,10,8,10,16,34.02819902288016,
906,8,14,22,29,10,10,8,12,38.47292929008458,
907,8,14,22,29,10,10,8,14,46.091083303825485,
908,8,14,22,29,10,10,8,16,33.09296166389251,
909,8,14,22,29,10,10,10,12,37.197672067073285,
910,8,14,22,29,10,10,10,14,31.575013326641283,
911,8,14,22,29,10,10,10,16,33.28658130909071,
912,8,14,22,31,8,8,8,12,40.665359325697096,
913,8,14,22,31,8,8,8,14,44.27301886684316,
914,8,14,22,31,8,8,8,16,35.363637601471964,
915,8,14,22,31,8,8,10,12,37.69546976661786,
916,8,14,22,31,8,8,10,14,33.57918737291294,
917,8,14,22,31,8,8,10,16,33.63591178443011,
918,8,14,22,31,8,10,8,12,42.626986799158374,
919,8,14,22,31,8,10,8,14,35.34101758134116,
920,8,14,22,31,8,10,8,16,33.03030815838309,
921,8,14,22,31,8,10,10,12,34.04132415652245,
922,8,14,22,31,8,10,10,14,33.93272393857848,
923,8,14,22,31,8,10,10,16,36.38614507898504,
924,8,14,22,31,10,8,8,12,39.12352659480106,
925,8,14,22,31,10,8,8,14,40.07707783678504,
926,8,14,22,31,10,8,8,16,33.40818227031306,
927,8,14,22,31,10,8,10,12,36.91549365408548,
928,8,14,22,31,10,8,10,14,30.98902204362352,
929,8,14,22,31,10,8,10,16,32.0040097622655,
930,8,14,22,31,10,10,8,12,43.4933224550914,
931,8,14,22,31,10,10,8,14,32.49945919100605,
932,8,14,22,31,10,10,8,16,33.043440942112284,
933,8,14,22,31,10,10,10,12,31.474894156165817,
934,8,14,22,31,10,10,10,14,34.446190586546976,
935,8,14,22,31,10,10,10,16,34.12634433634972,
936,8,14,22,33,8,8,8,12,44.23127816176668,
937,8,14,22,33,8,8,8,14,37.26502365526153,
938,8,14,22,33,8,8,8,16,36.29355438225451,
939,8,14,22,33,8,8,10,12,34.578008140346896,
940,8,14,22,33,8,8,10,14,33.10199047149678,
941,8,14,22,33,8,8,10,16,33.15064425961748,
942,8,14,22,33,8,10,8,12,36.55261475454577,
943,8,14,22,33,8,10,8,14,32.25552792964132,
944,8,14,22,33,8,10,8,16,35.64455595655431,
945,8,14,22,33,8,10,10,12,35.41636993102989,
946,8,14,22,33,8,10,10,14,32.749079412000896,
947,8,14,22,33,8,10,10,16,32.98953371577986,
948,8,14,22,33,10,8,8,12,42.214501256646,
949,8,14,22,33,10,8,8,14,37.95189021198297,
950,8,14,22,33,10,8,8,16,34.938293599937566,
951,8,14,22,33,10,8,10,12,34.71498239225596,
952,8,14,22,33,10,8,10,14,34.64193675398167,
953,8,14,22,33,10,8,10,16,32.20321983451271,
954,8,14,22,33,10,10,8,12,35.161294228761335,
955,8,14,22,33,10,10,8,14,33.86986927004219,
956,8,14,22,33,10,10,8,16,34.72719229840229,
957,8,14,22,33,10,10,10,12,34.88954542086657,
958,8,14,22,33,10,10,10,14,34.40005545910648,
959,8,14,22,33,10,10,10,16,33.3879000067877,
960,8,16,16,25,8,8,8,12,35.77617855097941,
961,8,16,16,25,8,8,8,14,29.836579958826974,
962,8,16,16,25,8,8,8,16,37.30187827440099,
963,8,16,16,25,8,8,10,12,34.06931171993182,
964,8,16,16,25,8,8,10,14,34.65450403513202,
965,8,16,16,25,8,8,10,16,40.764385565211,
966,8,16,16,25,8,10,8,12,33.659006809896255,
967,8,16,16,25,8,10,8,14,35.62902058135094,
968,8,16,16,25,8,10,8,16,40.713299723637505,
969,8,16,16,25,8,10,10,12,34.756623832899294,
970,8,16,16,25,8,10,10,14,35.35343435513323,
971,8,16,16,25,8,10,10,16,44.72681711961408,
972,8,16,16,25,10,8,8,12,31.528937613638846,
973,8,16,16,25,10,8,8,14,30.131159265164086,
974,8,16,16,25,10,8,8,16,38.21145917501883,
975,8,16,16,25,10,8,10,12,35.3469444655058,
976,8,16,16,25,10,8,10,14,36.837383770808174,
977,8,16,16,25,10,8,10,16,41.55533865605622,
978,8,16,16,25,10,10,8,12,34.143209241504195,
979,8,16,16,25,10,10,8,14,35.11262272540793,
980,8,16,16,25,10,10,8,16,40.764385565211,
981,8,16,16,25,10,10,10,12,35.386742340513365,
982,8,16,16,25,10,10,10,14,35.883313644103225,
983,8,16,16,25,10,10,10,16,45.05499722471333,
984,8,16,16,27,8,8,8,12,34.88902395114505,
985,8,16,16,27,8,8,8,14,35.22093513446487,
986,8,16,16,27,8,8,8,16,41.82476246321826,
987,8,16,16,27,8,8,10,12,40.664830680869755,
988,8,16,16,27,8,8,10,14,41.06038305677296,
989,8,16,16,27,8,8,10,16,40.4336927021173,
990,8,16,16,27,8,10,8,12,40.76751628117157,
991,8,16,16,27,8,10,8,14,41.06038305677296,
992,8,16,16,27,8,10,8,16,40.11041851940553,
993,8,16,16,27,8,10,10,12,39.97253541208812,
994,8,16,16,27,8,10,10,14,41.84875301555354,
995,8,16,16,27,8,10,10,16,43.52321061491614,
996,8,16,16,27,10,8,8,12,36.035754781235255,
997,8,16,16,27,10,8,8,14,35.488064338939864,
998,8,16,16,27,10,8,8,16,37.37268993398237,
999,8,16,16,27,10,8,10,12,40.19612665555897,
1000,8,16,16,27,10,8,10,14,40.126267010343355,
1001,8,16,16,27,10,8,10,16,42.65476263448704,
1002,8,16,16,27,10,10,8,12,41.33149853443035,
1003,8,16,16,27,10,10,8,14,40.304185690922225,
1004,8,16,16,27,10,10,8,16,42.14653027541894,
1005,8,16,16,27,10,10,10,12,40.24996670292751,
1006,8,16,16,27,10,10,10,14,40.68287917707167,
1007,8,16,16,27,10,10,10,16,43.4367833790526,
1008,8,16,16,29,8,8,8,12,38.47458523766741,
1009,8,16,16,29,8,8,8,14,35.98632186340467,
1010,8,16,16,29,8,8,8,16,36.27438436804843,
1011,8,16,16,29,8,8,10,12,37.83533718134578,
1012,8,16,16,29,8,8,10,14,40.14218888158055,
1013,8,16,16,29,8,8,10,16,39.25126809714183,
1014,8,16,16,29,8,10,8,12,40.050148471443464,
1015,8,16,16,29,8,10,8,14,43.254254368774355,
1016,8,16,16,29,8,10,8,16,40.159559278818676,
1017,8,16,16,29,8,10,10,12,40.956769297266106,
1018,8,16,16,29,8,10,10,14,42.51979445349534,
1019,8,16,16,29,8,10,10,16,33.707283023133414,
