,Date,Close,KST
108,2015-03-12,8776.0,23.15060199463484
109,2015-03-13,8647.75,20.107599297251806
110,2015-03-16,8633.150391,15.689540387371087
111,2015-03-17,8723.299805,11.774203775571335
112,2015-03-18,8685.900391,6.96709972129303
113,2015-03-19,8634.650391,2.290968108920749
114,2015-03-20,8570.900391,-2.6792943077863276
115,2015-03-23,8550.900391,-7.029491844200759
116,2015-03-24,8542.950195,-10.605340904688545
117,2015-03-25,8530.799805,-14.415176642699087
118,2015-03-26,8342.150391,-20.05793642784941
119,2015-03-27,8341.400391,-24.028905987889726
120,2015-03-30,8492.299805,-25.782507071969906
121,2015-03-31,8491.0,-28.305491001121208
122,2015-04-01,8586.25,-29.37546577032274
123,2015-04-06,8659.900391,-29.30241576838065
124,2015-04-07,8660.299805,-28.242837979282175
125,2015-04-08,8714.400391,-25.55822592049169
126,2015-04-09,8778.299805,-22.753710451373045
127,2015-04-10,8780.349609,-19.551818940377565
128,2015-04-13,8834.0,-14.477799729777214
130,2015-04-16,8706.700195,-10.109463160256164
131,2015-04-17,8606.0,-8.206113379760277
132,2015-04-20,8448.099609,-8.242143567194619
133,2015-04-21,8377.75,-10.012033644003342
134,2015-04-22,8429.700195,-10.439022818028132
135,2015-04-23,8398.299805,-11.136818554816513
136,2015-04-24,8305.25,-13.846834697261734
137,2015-04-27,8213.799805,-17.501068471583825
138,2015-04-28,8285.599609,-21.009088746467246
139,2015-04-29,8239.75,-25.270413985290606
140,2015-04-30,8181.5,-29.24703540751969
141,2015-05-04,8331.950195,-31.74861735448419
142,2015-05-05,8324.799805,-33.58530952978134
143,2015-05-06,8097.0,-37.383957028717965
144,2015-05-07,8057.299805,-42.889796875145294
145,2015-05-08,8191.5,-46.423812567685424
146,2015-05-11,8325.25,-46.604321878643596
147,2015-05-12,8126.950195,-47.0286352436403
148,2015-05-13,8235.450195,-46.254455506328476
149,2015-05-14,8224.200195,-45.72426547191636
150,2015-05-15,8262.349609,-43.83944722833971
151,2015-05-18,8373.650391,-41.66963475133538
152,2015-05-19,8365.650391,-38.645793347145535
153,2015-05-20,8423.25,-33.382782938589656
154,2015-05-21,8421.0,-27.34086094138147
155,2015-05-22,8458.950195,-22.248054043854765
156,2015-05-25,8370.25,-20.021980652790468
157,2015-05-26,8339.349609,-16.290340030678216
158,2015-05-27,8334.599609,-12.68943522765878
159,2015-05-28,8319.0,-8.830281789799852
160,2015-05-29,8433.650391,-5.007003861892499
161,2015-06-01,8433.400391,-3.546473223828164
162,2015-06-02,8236.450195,-3.245397217019214
163,2015-06-03,8135.100098000001,-4.4372690644001285
164,2015-06-04,8130.649901999999,-6.165804724903913
165,2015-06-05,8114.700195,-9.08060773551796
166,2015-06-08,8044.149901999999,-12.116691556251187
167,2015-06-09,8022.399901999999,-14.685901371023737
168,2015-06-10,8124.450195,-16.948962219259936
169,2015-06-11,7965.350098000001,-20.60628192904134
170,2015-06-12,7982.899901999999,-25.03142410107464
171,2015-06-15,8013.899901999999,-28.33044096528521
172,2015-06-16,8047.299805,-29.754257834393442
173,2015-06-17,8091.549805,-29.7919375964238
174,2015-06-18,8174.600098000001,-28.72083844559306
175,2015-06-19,8224.950195,-27.918967668794714
176,2015-06-22,8353.099609,-24.973248807515187
177,2015-06-23,8381.549805,-20.931309423381112
178,2015-06-24,8360.849609,-17.446484362863796
179,2015-06-25,8398.0,-11.999721283723991
180,2015-06-26,8381.099609,-7.072807439544534
181,2015-06-29,8318.400391,-3.1199078341496085
182,2015-06-30,8368.5,1.3252134029817395
183,2015-07-01,8453.049805,6.184530508810158
184,2015-07-02,8444.900391,11.013428003750109
185,2015-07-03,8484.900391,15.873866422267671
186,2015-07-06,8522.150391,20.497037412161447
187,2015-07-07,8510.799805,24.114894940307288
188,2015-07-08,8363.049805,24.838156561096515
189,2015-07-09,8328.549805,24.65673702385812
190,2015-07-10,8360.549805,25.072664542786548
191,2015-07-13,8459.650391,26.50730767116959
192,2015-07-14,8454.099609,26.425562661058997
193,2015-07-15,8523.799805,26.9415641022069
194,2015-07-16,8608.049805,27.533683369665724
195,2015-07-17,8609.849609,27.932247562010314
196,2015-07-20,8603.450195,28.388706571019622
197,2015-07-21,8529.450195,27.86848817310379
198,2015-07-22,8633.5,29.61888764708186
199,2015-07-23,8589.799805,31.313884097952688
200,2015-07-24,8521.549805,32.08869090285974
201,2015-07-27,8361.0,30.324990153316257
202,2015-07-28,8337.0,28.284940700435087
203,2015-07-29,8375.049805,26.629496264491117
204,2015-07-30,8421.799805,25.046631990105706
205,2015-07-31,8532.849609,24.671278799988634
206,2015-08-03,8543.049805,23.715338446276615
207,2015-08-04,8516.900391,22.66070814126325
208,2015-08-05,8567.950195,21.08114397960223
209,2015-08-06,8588.650391,19.669247558209264
210,2015-08-07,8564.599609,18.52182954893064
211,2015-08-10,8525.599609,17.922888909101893
212,2015-08-11,8462.349609,17.218645218886717
213,2015-08-12,8349.450195,14.341400196181853
214,2015-08-13,8355.849609,10.542180201713483
215,2015-08-14,8518.549805,8.014391586855806
216,2015-08-17,8477.299805,6.279869842803332
217,2015-08-18,8466.549805,5.056301088493245
218,2015-08-19,8495.150391,3.5016200893933918
219,2015-08-20,8372.75,0.8203422828101867
220,2015-08-21,8299.950195,-2.6838324405073117
221,2015-08-24,7809.0,-10.130613484519937
222,2015-08-25,7880.700195,-16.21546726937261
223,2015-08-26,7791.850098000001,-22.432216631756653
224,2015-08-27,7948.950195,-27.23841964721196
225,2015-08-28,8001.950195,-33.150038506221726
226,2015-08-31,7971.299805,-39.4399654534753
227,2015-09-01,7785.850098000001,-47.072150161814484
228,2015-09-02,7717.0,-54.70773474279813
229,2015-09-03,7823.0,-60.28751317222416
230,2015-09-04,7655.049805,-67.46008954981468
231,2015-09-07,7558.799805,-71.22802219276568
232,2015-09-08,7688.25,-74.16820097605962
233,2015-09-09,7818.600098000001,-75.25849783779874
234,2015-09-10,7788.100098000001,-77.38287434230224
235,2015-09-11,7789.299805,-79.79088372556409
236,2015-09-14,7872.25,-78.0322311085668
237,2015-09-15,7829.100098000001,-75.73331169079258
238,2015-09-16,7899.149901999999,-71.70776761673363
239,2015-09-18,7981.899901999999,-68.0578660147871
240,2015-09-21,7977.100098000001,-62.82234262628057
241,2015-09-22,7812.0,-57.25882610459475
242,2015-09-23,7845.950195,-51.82220244950143
243,2015-09-24,7868.5,-46.3100290559456
244,2015-09-28,7795.700195,-42.71829459457014
245,2015-09-29,7843.299805,-38.08973468625984
246,2015-09-30,7948.899901999999,-34.04465913188516
247,2015-10-01,7950.899901999999,-29.784789969073643
248,2015-10-05,8119.299805,-24.987712886962267
249,2015-10-06,8152.899901999999,-20.150806036559306
250,2015-10-07,8177.399901999999,-14.117807882969673
251,2015-10-08,8129.350098000001,-7.552943952564653
252,2015-10-09,8189.700195,-1.265053735493618
253,2015-10-12,8143.600098000001,3.4843237917115744
254,2015-10-13,8131.700195,8.749613963302883
255,2015-10-14,8107.899901999999,12.857927770473305
256,2015-10-15,8179.5,17.143057384284198
257,2015-10-16,8238.150391,22.088270418646047
258,2015-10-19,8275.049805,25.593691292448504
259,2015-10-20,8261.650391,28.8406613263455
260,2015-10-21,8251.700195,31.903231700325513
261,2015-10-23,8295.450195,35.773194084154575
262,2015-10-26,8260.549805,38.51703036808918
263,2015-10-27,8232.900391,40.67313234751629
264,2015-10-28,8171.200195,42.09366634676286
265,2015-10-29,8111.75,42.56993316320583
266,2015-10-30,8065.799805,39.87560734611571
267,2015-11-02,8050.799805,36.467002731041745
268,2015-11-03,8060.700195,32.47660195076682
269,2015-11-04,8040.200195,28.770273922775978
270,2015-11-05,7955.450195,24.630529884720307
271,2015-11-06,7954.299805,19.879054860306724
272,2015-11-09,7915.200195,13.906955534014712
273,2015-11-10,7783.350098000001,6.849624328922603
274,2015-11-13,7762.25,0.6290181425946659
275,2015-11-16,7806.600098000001,-5.015027082647302
276,2015-11-17,7837.549805,-10.77438277629652
277,2015-11-18,7731.799805,-16.8248969980689
278,2015-11-19,7842.75,-21.25249080348431
279,2015-11-20,7856.549805,-25.09533037097341
280,2015-11-23,7849.25,-27.963874199921506
281,2015-11-24,7831.600098000001,-30.400793501384893
282,2015-11-26,7883.799805,-31.767122083864365
283,2015-11-27,7942.700195,-31.054319846570426
284,2015-11-30,7935.25,-29.725350551171477
285,2015-12-01,7954.899901999999,-27.97786230339099
286,2015-12-02,7931.350098000001,-27.06958343660441
287,2015-12-03,7864.149901999999,-25.648577309322295
288,2015-12-04,7781.899901999999,-25.2827271830134
289,2015-12-07,7765.399901999999,-25.433759167250336
290,2015-12-08,7701.700195,-26.256154945819222
291,2015-12-09,7612.5,-27.808721653940598
292,2015-12-10,7683.299805,-28.373284722949144
293,2015-12-11,7610.450195,-30.01274870671863
294,2015-12-14,7650.049805,-31.158470470534443
295,2015-12-15,7700.899901999999,-32.150993335641346
296,2015-12-16,7750.899901999999,-32.542568129822776
297,2015-12-17,7844.350098000001,-31.26555617227263
298,2015-12-18,7761.950195,-31.266935968630964
299,2015-12-21,7834.450195,-30.42138339088865
300,2015-12-22,7786.100098000001,-29.62838080201522
301,2015-12-23,7865.950195,-26.6727865266967
302,2015-12-24,7861.049805,-24.24898232019887
303,2015-12-28,7925.149901999999,-19.781456913483957
304,2015-12-29,7928.950195,-15.52628237890558
305,2015-12-30,7896.25,-11.801440586547104
306,2015-12-31,7946.350098000001,-7.284547325139965
308,2016-01-04,7791.299805,-5.591714026538769
309,2016-01-05,7784.649901999999,-2.4856424479311787
310,2016-01-06,7741.0,-0.9033159519952212
311,2016-01-07,7568.299805,-1.0947350916580298
312,2016-01-08,7601.350098000001,-1.9034596660751864
313,2016-01-11,7563.850098000001,-3.998376977192296
314,2016-01-12,7510.299805,-6.7438273151999875
315,2016-01-13,7562.399901999999,-9.576896468301134
316,2016-01-14,7536.799805,-12.683369011975138
317,2016-01-15,7437.799805,-18.17305386530777
318,2016-01-18,7351.0,-23.415813067438684
319,2016-01-19,7435.100098000001,-28.536669055543822
320,2016-01-20,7309.299805,-34.83146707029792
321,2016-01-21,7276.799805,-39.38163924738527
322,2016-01-22,7422.450195,-42.89676600922277
323,2016-01-25,7436.149901999999,-45.10216537893437
324,2016-01-27,7437.75,-46.775933711421054
325,2016-01-28,7424.649901999999,-48.57648353998471
326,2016-01-29,7563.549805,-47.603825501550666
327,2016-02-01,7555.950195,-45.98456737914804
328,2016-02-02,7455.549805,-43.91143849321079
329,2016-02-03,7361.799805,-43.009046738337695
330,2016-02-04,7404.0,-40.68499614808769
331,2016-02-05,7489.100098000001,-36.53291708188304
332,2016-02-08,7387.25,-34.27928961861665
333,2016-02-09,7298.200195,-33.129339106147185
334,2016-02-10,7215.700195,-33.56075509467906
335,2016-02-11,6976.350098000001,-36.13040419114086
336,2016-02-12,6980.950195,-40.30516721617865
337,2016-02-15,7162.950195,-43.16184174749983
338,2016-02-16,7048.25,-46.23543500998062
339,2016-02-17,7108.450195,-48.37068458439445
340,2016-02-18,7191.75,-49.27819127350489
341,2016-02-19,7210.75,-51.49049389518709
342,2016-02-22,7234.549805,-52.895117849745624
343,2016-02-23,7109.549805,-54.29653464418638
344,2016-02-24,7018.700195,-55.497157287434774
345,2016-02-25,6970.600098000001,-55.29272412984837
346,2016-02-26,7029.75,-55.547692952874115
347,2016-02-29,6987.049805,-56.8007695647559
348,2016-03-01,7222.299805,-53.43280522264019
349,2016-03-02,7368.850098000001,-47.91607590398642
350,2016-03-03,7475.600098000001,-40.592999929932745
351,2016-03-04,7485.350098000001,-33.34991142233562
352,2016-03-08,7485.299805,-27.033431524304376
353,2016-03-09,7531.799805,-18.716702956274485
354,2016-03-10,7486.149901999999,-10.478363868809923
355,2016-03-11,7510.200195,-1.3100245026475374
356,2016-03-14,7538.75,7.167338414969644
357,2016-03-15,7460.600098000001,14.254722004770882
358,2016-03-16,7498.75,20.305648903046254
359,2016-03-17,7512.549805,25.08536041116429
360,2016-03-18,7604.350098000001,29.48941850770965
361,2016-03-21,7704.25,34.50328593645217
362,2016-03-22,7714.899901999999,40.039341663845796
363,2016-03-23,7716.5,43.28326288424883
364,2016-03-28,7615.100098000001,45.533603961767156
365,2016-03-29,7597.0,46.48015017362074
366,2016-03-30,7735.200195,48.5048766840173
367,2016-03-31,7738.399901999999,52.14675498990813
368,2016-04-01,7713.049805,53.729395036819525
369,2016-04-04,7758.799805,55.331663935500586
370,2016-04-05,7603.200195,53.59653563720903
371,2016-04-06,7614.350098000001,51.512834293368094
372,2016-04-07,7546.450195,48.87383628894073
373,2016-04-08,7555.200195,46.250708456197984
374,2016-04-11,7671.399901999999,46.033896783704684
375,2016-04-12,7708.950195,46.21705808488564
376,2016-04-13,7850.450195,46.394409279823606
377,2016-04-18,7914.700195,47.04922990284048
378,2016-04-20,7914.75,47.711593986853984
379,2016-04-21,7912.049805,48.13029376095762
380,2016-04-22,7899.299805,48.859975373088695
381,2016-04-25,7855.049805,47.9081784578354
382,2016-04-26,7962.649901999999,49.30404596844712
383,2016-04-27,7979.899901999999,50.61870989702359
384,2016-04-28,7847.25,49.597869348841996
385,2016-04-29,7849.799805,49.89134010998393
386,2016-05-02,7805.899901999999,48.295399411360975
387,2016-05-03,7747.0,45.950604216854785
388,2016-05-04,7706.549805,42.69071360832387
389,2016-05-05,7735.5,38.2833892396804
390,2016-05-06,7733.450195,33.930133386842044
391,2016-05-09,7866.049805,31.2091470317237
392,2016-05-10,7887.799805,27.36684886918233
393,2016-05-11,7848.850098000001,23.824668471870464
394,2016-05-12,7900.399901999999,22.420008501431838
395,2016-05-13,7814.899901999999,19.99795874513221
396,2016-05-16,7860.75,18.51728548990708
397,2016-05-17,7890.75,16.902926533495112
398,2016-05-18,7870.149901999999,15.515411840474666
399,2016-05-19,7783.399901999999,13.871180814941217
400,2016-05-20,7749.700195,12.009463343414872
401,2016-05-23,7731.049805,9.590773110568641
402,2016-05-24,7748.850098000001,7.110390817229195
403,2016-05-25,7934.899901999999,7.4094066445757365
404,2016-05-26,8069.649901999999,8.996967791131304
405,2016-05-27,8156.649901999999,12.643233121481428
406,2016-05-30,8178.5,15.704030782232875
407,2016-05-31,8160.100098000001,18.65053330723946
408,2016-06-01,8179.950195,22.398691056518892
409,2016-06-02,8218.950195,26.263539607140256
410,2016-06-03,8220.799805,30.92341022123494
411,2016-06-06,8201.049805,35.25358376290409
412,2016-06-07,8266.450195,39.78325357313053
413,2016-06-08,8273.049805,42.758067067934604
414,2016-06-09,8203.599609,44.35312710984001
415,2016-06-10,8170.049805,44.68735781847769
416,2016-06-13,8110.600098000001,44.54133314704307
417,2016-06-14,8108.850098000001,44.1357403662811
418,2016-06-15,8206.599609,43.445587220704745
419,2016-06-16,8140.75,41.67573911864475
420,2016-06-17,8170.200195,39.695324679984154
421,2016-06-20,8238.5,39.25376504008399
422,2016-06-21,8219.900391,38.40328305932952
423,2016-06-22,8203.700195,36.6344803480083
424,2016-06-23,8270.450195,35.40541238801303
425,2016-06-24,8088.600098000001,32.117825675022324
426,2016-06-27,8094.700195,29.298109184385957
427,2016-06-28,8127.850098000001,26.955938777838533
428,2016-06-29,8204.0,25.025709440878085
429,2016-06-30,8287.75,24.721136529912208
430,2016-07-01,8328.349609,24.998420527119922
431,2016-07-04,8370.700195,25.424752924205606
432,2016-07-05,8335.950195,25.239212256826786
433,2016-07-07,8337.900391,24.591488552630487
434,2016-07-08,8323.200195,24.028419432525688
435,2016-07-11,8467.900391,26.502955591354088
436,2016-07-12,8521.049805,29.674400531084476
437,2016-07-13,8519.5,32.88670108802803
438,2016-07-14,8565.0,35.64926198461639
439,2016-07-15,8541.400391,37.24729878544327
440,2016-07-18,8508.700195,38.77191576702713
441,2016-07-19,8528.549805,39.93743726701628
442,2016-07-20,8565.849609,41.76462714230463
443,2016-07-21,8510.099609,42.751997185771764
444,2016-07-22,8541.200195,43.027716080877454
445,2016-07-25,8635.650391,43.229947956075115
446,2016-07-26,8590.650391,42.31638758978694
447,2016-07-27,8615.799805,41.818509740686736
448,2016-07-28,8666.299805,41.92340894706882
449,2016-07-29,8638.5,42.41924150099984
450,2016-08-01,8636.549805,42.08432155636997
451,2016-08-02,8622.900391,41.148496178735016
452,2016-08-03,8544.849609,39.198812653850936
453,2016-08-04,8551.099609,37.78239565021958
454,2016-08-05,8683.150391,38.00672705095659
455,2016-08-08,8711.349609,37.58737936158787
456,2016-08-09,8678.25,37.006105621217785
457,2016-08-10,8575.299805,35.09437008332008
458,2016-08-11,8592.150391,33.197799335053865
460,2016-08-16,8642.549805,31.698305043521668
461,2016-08-17,8624.049805,29.832004342922847
462,2016-08-18,8673.25,28.72363029585176
463,2016-08-19,8666.900391,27.943758529445304
464,2016-08-22,8629.150391,27.02389727450573
465,2016-08-23,8632.599609,24.8383469311704
466,2016-08-24,8650.299805,22.476802994208157
467,2016-08-25,8592.200195,20.283796933715394
468,2016-08-26,8572.549805,19.135144370743145
469,2016-08-29,8607.450195,17.88158274085756
470,2016-08-30,8744.349609,17.213590254795132
471,2016-08-31,8786.200195,16.544529044463115
472,2016-09-01,8774.650391,15.498958342902494
473,2016-09-02,8809.650391,15.815505375750682
474,2016-09-06,8943.0,18.040422553310147
475,2016-09-07,8917.950195,19.60501409250971
476,2016-09-08,8952.5,21.56550790744652
477,2016-09-09,8866.700195,23.040537476331465
478,2016-09-12,8715.599609,23.149763072536228
479,2016-09-14,8726.599609,23.29165789273263
480,2016-09-15,8742.549805,22.59501845775233
481,2016-09-16,8779.849609,22.417652456216736
482,2016-09-19,8808.400391,22.910805248885907
483,2016-09-20,8775.900391,22.63826204619925
484,2016-09-21,8777.150391,21.37913424180423
485,2016-09-22,8867.450195,20.573507983883328
486,2016-09-23,8831.549805,18.726948084712575
487,2016-09-26,8723.049805,16.855339110264016
488,2016-09-27,8706.400391,15.957419969711594
489,2016-09-28,8745.150391,14.300764504108946
490,2016-09-29,8591.25,10.935431500543139
491,2016-09-30,8611.150391,7.530429482594639
492,2016-10-03,8738.099609,5.368880090266385
493,2016-10-04,8769.150391,4.538464273494548
494,2016-10-05,8743.950195,3.318502089634319
495,2016-10-06,8709.549805,1.2393099197109458
496,2016-10-07,8697.599609,-0.8472641663341225
497,2016-10-10,8708.799805,-2.013028059306818
498,2016-10-13,8573.349609,-4.059125170101085
499,2016-10-14,8583.400391,-6.01603026472604
500,2016-10-17,8520.400391,-7.4615107389801105
501,2016-10-18,8677.900391,-7.224527858360583
502,2016-10-19,8659.099609,-7.964030181053132
503,2016-10-20,8699.400391,-9.039847882815508
504,2016-10-21,8693.049805,-10.059042358375633
505,2016-10-24,8708.950195,-9.834012669836195
506,2016-10-25,8691.299805,-9.676456971432255
507,2016-10-26,8615.25,-10.614691171600642
508,2016-10-27,8615.25,-10.74847881748646
509,2016-10-28,8638.0,-10.801559643008469
510,2016-11-01,8626.25,-9.711317757176094
511,2016-11-02,8514.0,-10.995306473616989
512,2016-11-03,8484.950195,-13.175191482765367
513,2016-11-04,8433.75,-15.638672734919195
514,2016-11-07,8497.049805,-17.224117883328244
515,2016-11-08,8543.549805,-17.95966366709806
516,2016-11-09,8432.0,-20.321076637573466
517,2016-11-10,8525.75,-20.856173692355494
518,2016-11-11,8296.299805,-23.428730823352666
519,2016-11-15,8108.450195,-27.696643337757575
520,2016-11-16,8111.600098000001,-32.02343862286136
521,2016-11-17,8079.950195,-35.92465549069931
522,2016-11-18,8074.100098000001,-39.37771249990472
523,2016-11-21,7929.100098000001,-44.69441506732936
524,2016-11-22,8002.299805,-49.84966315177788
525,2016-11-23,8033.299805,-55.15750688329685
526,2016-11-24,7965.5,-59.16044927749864
527,2016-11-25,8114.299805,-62.0598300301689
528,2016-11-28,8126.899901999999,-62.77479256859192
529,2016-11-29,8142.149901999999,-62.19250999661371
530,2016-11-30,8224.5,-60.74164973871492
531,2016-12-01,8192.900391,-58.60059318094979
532,2016-12-02,8086.799805,-58.414368146424
533,2016-12-05,8128.75,-55.29693334518113
534,2016-12-06,8143.149901999999,-51.59226255260134
535,2016-12-07,8102.049805,-49.15061244265309
536,2016-12-08,8246.849609,-44.41470894886999
537,2016-12-09,8261.75,-40.66426398066414
538,2016-12-12,8170.799805,-36.64315832033536
539,2016-12-13,8221.799805,-32.084512548516
540,2016-12-14,8182.450195,-28.79880454863174
541,2016-12-15,8153.600098000001,-25.426473549669765
542,2016-12-16,8139.450195,-21.90032125541286
543,2016-12-19,8104.350098000001,-19.73860695304371
544,2016-12-20,8082.399901999999,-18.60224600134267
545,2016-12-21,8061.299805,-18.035719166943903
546,2016-12-22,7979.100098000001,-18.880616128496914
547,2016-12-23,7985.75,-19.583995042676836
548,2016-12-26,7908.25,-20.962890229672873
549,2016-12-27,8032.850098000001,-21.49388387762218
550,2016-12-28,8034.850098000001,-21.50815707846926
551,2016-12-29,8103.600098000001,-21.499931836265592
552,2016-12-30,8185.799805,-20.166393712536507
553,2017-01-02,8179.5,-18.22479435590176
554,2017-01-03,8192.25,-16.140942684461805
555,2017-01-04,8190.5,-13.397125256276865
556,2017-01-05,8273.799805,-9.678621451650436
557,2017-01-06,8243.799805,-6.593575438520766
558,2017-01-09,8236.049805,-2.5438284576184333
559,2017-01-10,8288.599609,1.2129295531535105
560,2017-01-11,8380.650391,6.211854649021752
561,2017-01-12,8407.200195,11.45819492656448
562,2017-01-13,8400.349609,16.202853115802114
563,2017-01-16,8412.799805,20.783696512592176
564,2017-01-17,8398.0,23.953701618336552
565,2017-01-18,8417.0,27.286671038901723
566,2017-01-19,8435.099609,29.782702727624944
567,2017-01-20,8349.349609,31.075734124236398
568,2017-01-23,8391.5,32.51513231762977
569,2017-01-24,8475.799805,34.205968542151375
570,2017-01-25,8602.75,36.496597795629626
571,2017-01-27,8641.25,37.83560100020775
572,2017-01-30,8632.75,39.62241114908342
573,2017-01-31,8561.299805,40.431452630856235
574,2017-02-01,8716.400391,43.04270991206786
575,2017-02-02,8734.25,45.423422846675855
576,2017-02-03,8740.950195,47.39487500341704
577,2017-02-06,8801.049805,50.71277837539502
578,2017-02-07,8768.299805,53.37360981359864
579,2017-02-08,8769.049805,55.37924903129219
580,2017-02-09,8778.400391,55.90506666914733
581,2017-02-10,8793.549805,56.814537530780406
582,2017-02-13,8805.049805,58.42727870573483
583,2017-02-14,8792.299805,59.916528264136225
584,2017-02-15,8724.700195,59.25895308472335
585,2017-02-16,8778.0,58.33377766172519
586,2017-02-17,8821.700195,57.53939988176005
587,2017-02-20,8879.200195,57.01927199047664
588,2017-02-21,8907.849609,57.27267051649923
589,2017-02-22,8926.900391,56.52553621695433
590,2017-02-23,8939.5,55.41875508604355
591,2017-02-27,8896.700195,53.38097555577963
592,2017-02-28,8879.599609,50.56436118579217
593,2017-03-01,8945.799805,48.70218567142203
594,2017-03-02,8899.75,47.21733402042824
595,2017-03-03,8897.549805,45.49640482903439
596,2017-03-06,8963.450195,44.32204863323369
597,2017-03-07,8946.900391,42.54527031179363
598,2017-03-08,8924.299805,40.27834355144759
599,2017-03-09,8927.0,38.70927900517364
600,2017-03-10,8934.549805,36.88194742934503
601,2017-03-14,9087.0,36.94760314364127
602,2017-03-15,9084.799805,36.81496342964406
603,2017-03-16,9153.700195,36.57573309265466
604,2017-03-17,9160.049805,37.061439267730485
605,2017-03-20,9126.849609,37.38242324919362
606,2017-03-21,9121.5,37.38121983467458
607,2017-03-22,9030.450195,36.603495860240784
608,2017-03-23,9086.299805,36.12528451089603
609,2017-03-24,9108.0,35.837930905358704
610,2017-03-27,9045.200195,35.05159807144443
