,Date,Open,High,Low,Close,Adj Close,Volume,kc_central,kc_hband,kc_lband
35,2014-11-26,8450.299805,8500.299805,8438.650391,8475.75,8475.75,151900.0,8428.581640666665,8501.90166026667,8355.261621066664
36,2014-11-27,8477.799805,8506.75,8456.349609,8494.200195,8494.200195,194300.0,8440.951660199999,8510.546679800003,8371.356640599999
37,2014-11-28,8516.799805,8617.0,8516.25,8588.25,8588.25,197200.0,8460.423307299998,8534.708268300003,8386.138346299998
38,2014-12-01,8605.099609,8623.0,8545.150391,8555.900391,8555.900391,152000.0,8477.293359433332,8550.463281333336,8404.123437533332
39,2014-12-02,8535.450195,8560.200195,8504.650391,8524.700195,8524.700195,137400.0,8487.356705766664,8561.356608066668,8413.356803466664
40,2014-12-03,8528.700195,8546.950195,8508.349609,8537.650391,8537.650391,153200.0,8500.506705733333,8568.851627533335,8432.16178393333
41,2014-12-04,8582.400391,8626.950195,8526.400391,8564.400391,8564.400391,143500.0,8518.901725266664,8591.53170566667,8446.271744866664
42,2014-12-05,8584.25,8588.349609,8523.900391,8538.299805,8538.299805,143300.0,8528.395084666665,8598.34996726667,8458.440202066666
43,2014-12-08,8538.650391,8546.349609,8432.25,8438.25,8438.25,163800.0,8523.770052066666,8600.749836966668,8446.790267166665
44,2014-12-09,8439.299805,8444.5,8330.5,8340.700195,8340.700195,146300.0,8513.363411466664,8591.153254966668,8435.573567966665
45,2014-12-10,8318.049805,8376.799805,8317.0,8355.650391,8355.650391,136700.0,8501.188411466665,8578.793294066667,8423.583528866668
46,2014-12-11,8338.849609,8348.299805,8272.400391,8292.900391,8292.900391,133900.0,8483.06510423333,8563.219889133334,8402.910319333332
47,2014-12-12,8302.0,8321.900391,8216.299805,8224.099609,8224.099609,138100.0,8451.091764399996,8531.7316079,8370.451920900001
48,2014-12-15,8160.75,8242.400391,8152.5,8219.599609,8219.599609,137100.0,8414.10673833333,8495.951660033334,8332.261816633334
49,2014-12-16,8172.600098000001,8189.350098000001,8052.600098000001,8067.600098000001,8067.600098000001,197300.0,8371.44005543333,8461.404996733334,8281.475114133335
50,2014-12-17,8041.200195,8082.0,7961.350098000001,8029.799805,8029.799805,216200.0,8320.780045699996,8418.9499186,8222.610172800001
51,2014-12-18,8138.899901999999,8174.299805,8084.899901999999,8159.299805,8159.299805,162100.0,8277.47166353333,8374.526546333333,8180.416780733334
52,2014-12-19,8230.450195,8263.450195,8208.599609,8225.200195,8225.200195,174800.0,8245.69500333333,8341.790022933332,8149.599983733334
53,2014-12-22,8255.0,8330.950195,8228.200195,8324.0,8324.0,139200.0,8227.905029366662,8322.865088066665,8132.944970666666
54,2014-12-23,8324.599609,8364.75,8252.849609,8267.0,8267.0,132200.0,8220.201676499997,8314.9517743,8125.451578700001
55,2014-12-24,8272.049805,8286.400391,8155.25,8174.100098000001,8174.100098000001,221900.0,8205.745019599995,8307.630176,8103.859863200001
56,2014-12-26,8204.799805,8234.549805,8147.950195,8200.700195,8200.700195,75500.0,8194.731673199996,8297.6868492,8091.776497200002
57,2014-12-29,8214.700195,8279.150391,8214.700195,8246.299805,8246.299805,82100.0,8193.993359399996,8292.8334964,8095.153222400001
58,2014-12-30,8260.299805,8268.25,8220.549805,8248.25,8248.25,77700.0,8198.078352899996,8292.698470300002,8103.4582355
59,2014-12-31,8243.900391,8291.0,8243.75,8282.700195,8282.700195,84500.0,8215.008349599997,8300.678467000002,8129.338232200001
61,2015-01-02,8288.700195,8410.599609,8288.700195,8395.450195,8395.450195,101900.0,8249.06168613333,8334.856754733333,8163.266617533333
62,2015-01-05,8407.950195,8445.599609,8363.900391,8378.400391,8378.400391,118200.0,8274.708382099996,8359.7333822,8189.683381999998
63,2015-01-06,8325.299805,8327.849609,8111.350098000001,8127.350098000001,8127.350098000001,172800.0,8270.351708966664,8371.541601566667,8169.161816366666
64,2015-01-07,8118.649901999999,8151.200195,8065.450195,8102.100098000001,8102.100098000001,164100.0,8251.538378899997,8351.0282715,8152.048486299999
65,2015-01-08,8191.399901999999,8243.5,8167.299805,8234.599609,8234.599609,143800.0,8243.565039066665,8339.484912066666,8147.645166066664
66,2015-01-09,8285.450195,8303.299805,8190.799805,8284.5,8284.5,148000.0,8248.993343099999,8343.048177,8154.938509199997
67,2015-01-12,8291.349609,8332.599609,8245.599609,8323.0,8323.0,103200.0,8259.593310533333,8353.688183433336,8165.498437633329
68,2015-01-13,8346.150391,8356.650391,8267.900391,8299.400391,8299.400391,129600.0,8265.720003266666,8362.244856566667,8169.195149966663
69,2015-01-14,8307.25,8326.450195,8236.650391,8277.549805,8277.549805,146100.0,8269.173356133333,8369.908170333334,8168.438541933329
70,2015-01-15,8424.5,8527.099609,8380.549805,8494.150391,8494.150391,232100.0,8288.651676466665,8399.316471066668,8177.986881866663
71,2015-01-16,8504.049805,8530.75,8452.25,8513.799805,8513.799805,176000.0,8302.053336666666,8408.378189866668,8195.728483466663
72,2015-01-19,8550.049805,8570.950195,8531.5,8550.700195,8550.700195,125400.0,8317.561669966666,8419.66162086667,8215.461719066665
73,2015-01-20,8575.099609,8707.900391,8574.5,8695.599609,8695.599609,158700.0,8364.610009799999,8458.400048700001,8270.819970899998
74,2015-01-21,8719.650391,8741.849609,8689.599609,8729.5,8729.5,185900.0,8426.016634133332,8516.456673033335,8335.576595233331
75,2015-01-22,8745.849609,8774.150391,8727.0,8761.400391,8761.400391,175500.0,8479.921679733332,8567.456738233335,8392.386621233332
76,2015-01-23,8827.950195,8866.400391,8795.400391,8835.599609,8835.599609,191200.0,8537.215039099998,8620.600097600001,8453.8299806
77,2015-01-27,8871.349609,8925.049805,8825.450195,8910.5,8910.5,192000.0,8595.875065166663,8680.520084666667,8511.230045666665
78,2015-01-28,8902.75,8985.049805,8874.049805,8914.299805,8914.299805,185100.0,8657.523339899997,8744.393359400001,8570.653320399999
79,2015-01-29,8901.5,8966.650391,8861.25,8952.349609,8952.349609,256300.0,8722.176660199997,8810.606738400002,8633.746581999998
80,2015-01-30,8996.599609,8996.599609,8775.099609,8808.900391,8808.900391,267300.0,8761.469986999999,8857.395084800002,8665.544889199999
81,2015-02-02,8802.5,8840.799805,8751.099609,8797.400391,8797.400391,210100.0,8791.219986999999,8888.265104400003,8694.174869599998
82,2015-02-03,8823.150391,8837.299805,8726.650391,8756.549805,8756.549805,208700.0,8813.46497403333,8917.630013333337,8709.29993473333
83,2015-02-04,8789.150391,8792.849609,8704.400391,8723.700195,8723.700195,195300.0,8821.563313866664,8921.233235866672,8721.893391866663
84,2015-02-05,8733.099609,8838.450195,8683.650391,8711.700195,8711.700195,173600.0,8823.991699299997,8933.916601700004,8714.066796899995
85,2015-02-06,8696.849609,8726.200195,8645.549805,8661.049805,8661.049805,171300.0,8816.333333399998,8929.608235700003,8703.058431099995
86,2015-02-09,8584.400391,8605.549805,8516.349609,8526.349609,8526.349609,146800.0,8788.028287799998,8903.123209700003,8672.933365899995
87,2015-02-10,8478.099609,8646.25,8470.5,8565.549805,8565.549805,196200.0,8755.404947966665,8878.114908866668,8632.694987066661
88,2015-02-11,8603.299805,8651.950195,8593.650391,8627.400391,8627.400391,161600.0,8725.391666699998,8842.831608000002,8607.951725399995
89,2015-02-12,8676.950195,8732.549805,8599.25,8711.549805,8711.549805,158800.0,8700.828320366665,8821.058203066668,8580.598437666662
90,2015-02-13,8741.5,8822.099609,8729.650391,8805.5,8805.5,221900.0,8693.383333399997,8800.708137900003,8586.058528899994
91,2015-02-16,8831.400391,8870.099609,8793.400391,8809.349609,8809.349609,136400.0,8696.168326866664,8802.19303356667,8590.143620166662
92,2015-02-18,8811.549805,8894.299805,8808.900391,8869.099609,8869.099609,147600.0,8704.561653666664,8808.061360366668,8601.061946966662
93,2015-02-19,8883.049805,8913.450195,8794.450195,8895.299805,8895.299805,213300.0,8717.30332033333,8823.858105233336,8610.74853543333
94,2015-02-20,8895.5,8899.950195,8816.299805,8833.599609,8833.599609,197600.0,8727.838281266664,8827.278124766668,8628.398437766662
95,2015-02-23,8856.849609,8869.0,8736.099609,8754.950195,8754.950195,139600.0,8738.746614566664,8843.411458166669,8634.081770966663
96,2015-02-24,8772.900391,8800.5,8726.75,8762.099609,8762.099609,149800.0,8760.116634099995,8863.236458100002,8656.996810099996
97,2015-02-25,8801.900391,8840.650391,8751.400391,8767.25,8767.25,135200.0,8782.68333333333,8877.153157333336,8688.21350933333
98,2015-02-26,8779.0,8786.049805,8669.450195,8683.849609,8683.849609,217500.0,8791.561621066663,8891.861425666668,8691.261816466664
99,2015-02-27,8729.5,8856.950195,8717.450195,8844.599609,8844.599609,249500.0,8804.083300699996,8905.003124800001,8703.163476599997
101,2015-03-02,8953.849609,8972.349609,8885.450195,8956.75,8956.75,218100.0,8819.326627499997,8919.691471200003,8718.961783799998
102,2015-03-03,8962.849609,9008.400391,8925.549805,8996.25,8996.25,177800.0,8834.571647066663,8935.551627566669,8733.591666566663
103,2015-03-04,9109.150391,9119.200195,8893.950195,8922.650391,8922.650391,248400.0,8846.688346266663,8961.653385366668,8731.723307166663
104,2015-03-05,8929.400391,8957.549805,8849.349609,8937.75,8937.75,160100.0,8851.40332023333,8965.288378933334,8737.518261533329
105,2015-03-09,8891.150391,8891.299805,8740.450195,8756.75,8756.75,155500.0,8846.02499993333,8966.629980633334,8725.420019233328
106,2015-03-10,8769.75,8778.0,8677.349609,8712.049805,8712.049805,163800.0,8839.603320266664,8956.983300966667,8722.22333956666
107,2015-03-11,8728.75,8755.599609,8682.349609,8699.950195,8699.950195,172800.0,8834.554980399998,8951.8849611,8717.224999699994
108,2015-03-12,8740.650391,8787.200195,8732.900391,8776.0,8776.0,173900.0,8832.448307199997,8946.283268300002,8718.613346099995
109,2015-03-13,8844.049805,8849.75,8631.75,8647.75,8647.75,179200.0,8832.111653566664,8956.086653666669,8708.136653466661
110,2015-03-16,8656.75,8663.549805,8612.0,8633.150391,8633.150391,163300.0,8815.10166013333,8930.281640733334,8699.921679533327
111,2015-03-17,8689.099609,8742.549805,8630.799805,8723.299805,8723.299805,177000.0,8791.171647166664,8908.836686366667,8673.506607966661
112,2015-03-18,8742.900391,8747.25,8664.0,8685.900391,8685.900391,156400.0,8763.403320333331,8881.108300933334,8645.698339733328
113,2015-03-19,8749.450195,8788.200195,8614.650391,8634.650391,8634.650391,163500.0,8733.459993533332,8845.994954533333,8620.925032533327
114,2015-03-20,8627.900391,8627.900391,8553.0,8570.900391,8570.900391,174600.0,8700.365039133332,8809.570019633335,8591.160058633326
115,2015-03-23,8591.549805,8608.349609,8540.549805,8550.900391,8550.900391,150700.0,8677.408365966665,8778.30836586667,8576.50836606666
116,2015-03-24,8537.049805,8627.75,8535.849609,8542.950195,8542.950195,156700.0,8662.046712299998,8762.071712200002,8562.021712399994
117,2015-03-25,8568.900391,8573.75,8516.549805,8530.799805,8530.799805,161000.0,8644.820052199999,8743.240071600001,8546.400032799993
118,2015-03-26,8474.950195,8499.450195,8325.349609,8342.150391,8342.150391,280100.0,8607.181705833333,8717.581803433335,8496.781608233327
119,2015-03-27,8396.0,8413.200195,8269.150391,8341.400391,8341.400391,193000.0,8570.3317384,8673.336816400002,8467.326660399995
120,2015-03-30,8390.950195,8492.299805,8380.75,8492.299805,8492.299805,134700.0,8552.2200522,8661.225130200002,8443.214974199995
121,2015-03-31,8527.599609,8550.450195,8454.150391,8491.0,8491.0,167200.0,8532.185091233334,8639.645149633336,8424.725032833328
122,2015-04-01,8483.700195,8603.400391,8464.75,8586.25,8586.25,125500.0,8517.4267579,8630.426855400003,8404.426660399997
123,2015-04-06,8615.799805,8667.549805,8573.75,8659.900391,8659.900391,146900.0,8512.883398533333,8617.908496133336,8407.858300933329
124,2015-04-07,8684.450195,8693.599609,8586.849609,8660.299805,8660.299805,148700.0,8519.181673233334,8627.391731733336,8410.97161473333
125,2015-04-08,8698.950195,8730.5,8679.799805,8714.400391,8714.400391,148200.0,8533.3450196,8639.845117200002,8426.844921999997
126,2015-04-09,8756.200195,8785.5,8682.450195,8778.299805,8778.299805,152700.0,8551.335026133333,8658.950065133335,8443.71998713333
127,2015-04-10,8774.349609,8787.400391,8733.599609,8780.349609,8780.349609,139000.0,8574.010026099999,8681.285123800002,8466.734928399997
128,2015-04-13,8801.75,8841.650391,8762.099609,8834.0,8834.0,121600.0,8616.370019599997,8714.1901369,8518.549902299997
130,2015-04-16,8757.049805,8760.0,8645.650391,8706.700195,8706.700195,142900.0,8652.65667323333,8747.506771033335,8557.806575433331
131,2015-04-17,8698.049805,8699.849609,8596.700195,8606.0,8606.0,150400.0,8670.563346366664,8764.573405066669,8576.553287666664
132,2015-04-20,8618.799805,8619.950195,8422.75,8448.099609,8448.099609,148900.0,8670.403320299996,8774.503418100005,8566.303222499995
133,2015-04-21,8416.099609,8469.349609,8352.700195,8377.75,8377.75,407800.0,8655.249967399996,8757.149967500005,8553.349967299995
134,2015-04-22,8400.400391,8449.950195,8284.700195,8429.700195,8429.700195,171800.0,8630.688313699997,8739.733333300004,8521.643294099997
135,2015-04-23,8478.200195,8504.950195,8361.849609,8398.299805,8398.299805,156000.0,8608.166666566663,8720.846744766672,8495.486588366663
136,2015-04-24,8405.700195,8413.299805,8273.349609,8305.25,8305.25,173600.0,8570.406640499998,8692.011718800004,8448.801562199997
137,2015-04-27,8330.549805,8334.450195,8202.349609,8213.799805,8213.799805,171500.0,8520.551627466664,8645.061783866671,8396.041471066663
138,2015-04-28,8215.549805,8308.0,8185.149901999999,8285.599609,8285.599609,174600.0,8469.798290866665,8601.213378866672,8338.383202866662
139,2015-04-29,8274.799805,8308.200195,8219.200195,8239.75,8239.75,160400.0,8414.1116372,8546.471647000004,8281.751627399995
140,2015-04-30,8224.5,8229.400391,8144.75,8181.5,8181.5,267700.0,8362.2216307,8491.611718700005,8232.831542699994
141,2015-05-04,8230.049805,8346.0,8220.450195,8331.950195,8331.950195,131700.0,8328.749983566664,8460.38011066667,8197.119856466663
142,2015-05-05,8338.400391,8355.650391,8280.599609,8324.799805,8324.799805,155500.0,8311.091650266666,8430.50683606667,8191.676464466664
143,2015-05-06,8316.599609,8331.950195,8083.0,8097.0,8097.0,209600.0,8288.163329966666,8420.808593866668,8155.518066066664
144,2015-05-07,8077.0,8122.600098000001,7997.149901999999,8057.299805,8057.299805,161600.0,8255.253303966665,8383.91858746667,8126.588020466664
145,2015-05-08,8131.5,8224.950195,8123.450195,8191.5,8191.5,183100.0,8231.079996666664,8355.585221566667,8106.5747717666645
146,2015-05-11,8243.200195,8332.75,8224.650391,8325.25,8325.25,192000.0,8227.438362566663,8348.758528766668,8106.118196366665
147,2015-05-12,8326.150391,8326.650391,8115.299805,8126.950195,8126.950195,173400.0,8221.381721966663,8350.626888166667,8092.136555766665
148,2015-05-13,8181.549805,8254.950195,8089.799805,8235.450195,8235.450195,169800.0,8214.76341143333,8348.238606833334,8081.288216033332
149,2015-05-14,8232.450195,8236.25,8137.299805,8224.200195,8224.200195,134800.0,8209.116731766664,8343.586946666668,8074.646516866666
150,2015-05-15,8240.299805,8279.200195,8212.200195,8262.349609,8262.349609,129800.0,8215.720052033332,8348.425227833335,8083.014876233332
151,2015-05-18,8284.950195,8384.599609,8271.950195,8373.650391,8373.650391,148700.0,8220.113378866665,8351.52851556667,8088.698242166664
152,2015-05-19,8356.200195,8427.799805,8335.0,8365.650391,8365.650391,140300.0,8225.693391899997,8358.883430900005,8092.5033528999975
153,2015-05-20,8392.650391,8440.349609,8391.450195,8423.25,8423.25,123600.0,8250.463378866665,8363.64833976667,8137.278417966665
154,2015-05-21,8434.5,8446.349609,8382.5,8421.0,8421.0,143800.0,8286.22337233333,8393.248274533338,8179.19847013333
155,2015-05-22,8432.5,8489.549805,8420.599609,8458.950195,8458.950195,187300.0,8313.863346299997,8417.633268100006,8210.093424499999
156,2015-05-25,8438.150391,8441.950195,8364.150391,8370.25,8370.25,121300.0,8323.653352799996,8424.393294100006,8222.913411499998
157,2015-05-26,8377.099609,8378.900391,8320.049805,8339.349609,8339.349609,116800.0,8339.29999993333,8424.789941233339,8253.810058633331
158,2015-05-27,8302.75,8342.849609,8277.950195,8334.599609,8334.599609,165500.0,8351.806640533332,8427.271484233339,8276.34179683333
159,2015-05-28,8345.700195,8364.5,8270.150391,8319.0,8319.0,232300.0,8363.669986899999,8438.674772000006,8288.665201799997
160,2015-05-29,8327.099609,8443.900391,8305.700195,8433.650391,8433.650391,363900.0,8377.986686166667,8460.111490866673,8295.861881466664
161,2015-06-01,8417.25,8467.150391,8405.400391,8433.400391,8433.400391,122200.0,8387.178385433333,8464.213248733338,8310.14352213333
162,2015-06-02,8442.799805,8445.349609,8226.049805,8236.450195,8236.450195,146800.0,8379.825032533332,8469.509895733338,8290.14016933333
163,2015-06-03,8232.450195,8236.700195,8094.149901999999,8135.100098000001,8135.100098000001,171400.0,8353.521712233332,8452.57166333334,8254.471761133329
164,2015-06-04,8155.149901999999,8160.049805,8056.75,8130.649901999999,8130.649901999999,154700.0,8323.441715500001,8426.436686200006,8220.446744799996
165,2015-06-05,8119.149901999999,8191.0,8100.149901999999,8114.700195,8114.700195,162100.0,8291.333398433333,8396.518359333339,8186.148437533329
166,2015-06-08,8124.350098000001,8131.0,8030.549805,8044.149901999999,8044.149901999999,135900.0,8258.978369133334,8366.428369133338,8151.52836913333
167,2015-06-09,8026.5,8057.149901999999,8005.149901999999,8022.399901999999,8022.399901999999,136000.0,8227.191699166668,8333.956640566674,8120.426757766663
168,2015-06-10,8024.149901999999,8152.25,8023.799805,8124.450195,8124.450195,136800.0,8205.361718733333,8318.481738233339,8092.241699233329
169,2015-06-11,8157.299805,8163.049805,7958.25,7965.350098000001,7965.350098000001,166200.0,8176.461702466666,8300.626741566672,8052.296663366664
170,2015-06-12,7959.850098000001,7995.600098000001,7940.299805,7982.899901999999,7982.899901999999,136600.0,8134.313330066665,8250.188378866671,8018.438281266664
171,2015-06-15,7986.600098000001,8057.700195,7944.850098000001,8013.899901999999,8013.899901999999,133000.0,8091.329964133333,8212.315022633338,7970.344905633331
172,2015-06-16,8004.200195,8061.850098000001,7952.350098000001,8047.299805,8047.299805,124000.0,8063.118310533335,8173.1233886333375,7953.11323243333
173,2015-06-17,8084.200195,8136.850098000001,8048.950195,8091.549805,8091.549805,152500.0,8056.831640633334,8161.371679733338,7952.291601533329
174,2015-06-18,8113.700195,8186.899901999999,8101.799805,8174.600098000001,8174.600098000001,144800.0,8060.693310566667,8163.413378866671,7957.973242266662
175,2015-06-19,8201.150391,8250.799805,8195.650391,8224.950195,8224.950195,147100.0,8069.544987033334,8168.6949869333375,7970.394987133329
176,2015-06-22,8259.299805,8369.450195,8257.400391,8353.099609,8353.099609,122700.0,8095.353336633333,8195.663297433337,7995.043375833328
177,2015-06-23,8377.450195,8398.450195,8334.950195,8381.549805,8381.549805,131700.0,8129.695019599999,8231.154980400004,8028.2350587999945
178,2015-06-24,8399.400391,8421.349609,8338.900391,8360.849609,8360.849609,130100.0,8157.048339899999,8253.908203000003,8060.188476799993
179,2015-06-25,8336.25,8423.150391,8329.5,8398.0,8398.0,201200.0,8192.515022833333,8278.259944533336,8106.7701011333265
180,2015-06-26,8393.950195,8408.549805,8339.700195,8381.099609,8381.099609,110600.0,8232.866682966665,8319.966536366672,8145.766829566661
181,2015-06-29,8247.049805,8329.450195,8195.650391,8318.400391,8318.400391,132000.0,8260.435042366666,8349.629866466672,8171.24021826666
182,2015-06-30,8316.349609,8378.0,8298.950195,8368.5,8368.5,158500.0,8293.233382166665,8379.38318676667,8207.08357756666
183,2015-07-01,8376.25,8481.599609,8370.150391,8453.049805,8453.049805,131800.0,8327.481705733333,8415.986441833338,8238.976969633328
184,2015-07-02,8471.950195,8479.25,8433.200195,8444.900391,8444.900391,112000.0,8357.283398433334,8441.883105333338,8272.683691533328
185,2015-07-03,8440.099609,8497.75,8424.150391,8484.900391,8484.900391,88400.0,8381.796744800002,8468.241471200006,8295.352018399995
186,2015-07-06,8386.150391,8533.150391,8386.150391,8522.150391,8522.150391,101500.0,8397.180110733334,8487.119856733338,8307.240364733329
187,2015-07-07,8525.5,8561.349609,8483.849609,8510.799805,8510.799805,122200.0,8411.881738333335,8503.221484333339,8320.541992333328
188,2015-07-08,8439.200195,8457.5,8341.400391,8363.049805,8363.049805,188100.0,8413.243424566668,8507.948209666672,8318.538639466662
189,2015-07-09,8364.849609,8400.299805,8323.0,8328.549805,8328.549805,131300.0,8409.950065200002,8503.019791700008,8316.880338699997
190,2015-07-10,8365.700195,8377.099609,8315.400391,8360.549805,8360.549805,154100.0,8407.4067384,8499.761425700006,8315.052051099996
191,2015-07-13,8397.25,8471.650391,8355.400391,8459.650391,8459.650391,117800.0,8422.180078266667,8512.779785166673,8331.580371366665
192,2015-07-14,8470.599609,8480.25,8424.099609,8454.099609,8454.099609,101700.0,8432.613379033333,8520.923144533339,8344.30361353333
193,2015-07-15,8463.400391,8531.400391,8462.950195,8523.799805,8523.799805,105500.0,8439.725065233333,8523.734928533338,8355.71520193333
194,2015-07-16,8546.150391,8616.099609,8542.900391,8608.049805,8608.049805,116000.0,8453.381705866665,8540.106510466672,8366.656901266662
195,2015-07-17,8623.650391,8642.950195,8593.150391,8609.849609,8609.849609,105000.0,8468.020019633332,8552.364843733338,8383.67519553333
196,2015-07-20,8623.900391,8624.099609,8559.0,8603.450195,8603.450195,90600.0,8479.523307333333,8555.678092333339,8403.368522333329
197,2015-07-21,8601.5,8646.75,8517.900391,8529.450195,8529.450195,164100.0,8484.126692766666,8565.41643866667,8402.83694686666
198,2015-07-22,8512.25,8643.900391,8498.650391,8633.5,8633.5,136800.0,8504.596712299997,8588.801497300004,8420.391927299996
199,2015-07-23,8643.950195,8654.75,8573.799805,8589.799805,8589.799805,132900.0,8530.146712299998,8614.716536300004,8445.576888299995
200,2015-07-24,8588.150391,8589.150391,8513.5,8521.549805,8521.549805,127400.0,8549.185058666666,8635.14999996667,8463.220117366662
201,2015-07-27,8492.099609,8492.200195,8351.549805,8361.0,8361.0,136600.0,8546.453352899998,8634.858333200003,8458.048372599995
202,2015-07-28,8371.099609,8397.400391,8321.75,8337.0,8337.0,174600.0,8536.376725333332,8626.731705633338,8446.02174503333
203,2015-07-29,8365.599609,8381.5,8338.450195,8375.049805,8375.049805,141000.0,8522.271712299998,8610.086653500004,8434.456771099995
204,2015-07-30,8417.0,8458.900391,8408.299805,8421.799805,8421.799805,215200.0,8506.336718833332,8591.891796833337,8420.781640833327
205,2015-07-31,8456.099609,8548.950195,8448.0,8532.849609,8532.849609,203300.0,8495.798372466665,8586.46848956667,8405.12825536666
206,2015-08-03,8510.650391,8563.950195,8508.099609,8543.049805,8543.049805,156700.0,8490.083365966664,8579.82858076667,8400.338151166661
207,2015-08-04,8564.099609,8565.150391,8448.25,8516.900391,8516.900391,187400.0,8484.623372499997,8573.173665500002,8396.073079499994
208,2015-08-05,8547.450195,8591.849609,8545.849609,8567.950195,8567.950195,132800.0,8482.276660199997,8560.901953200004,8403.651367199996
209,2015-08-06,8585.799805,8606.299805,8551.5,8588.650391,8588.650391,134900.0,8479.880013066664,8555.89026706667,8403.869759066662
210,2015-08-07,8580.799805,8595.950195,8552.700195,8564.599609,8564.599609,143700.0,8482.84833983333,8555.618554733337,8410.078124933329
211,2015-08-10,8577.0,8621.549805,8497.799805,8525.599609,8525.599609,123400.0,8497.521647133331,8568.601823033337,8426.44147123333
