,Date,Open,High,Low,Close,Adj Close,Volume,STOK,STOD
41,2014-12-04,8582.400391,8626.950195,8526.400391,8564.400391,8564.400391,143500.0,71.3689860709964,73.80149038965021
42,2014-12-05,8584.25,8588.349609,8523.900391,8538.299805,8538.299805,143300.0,71.4029334622634,71.41823100935449
43,2014-12-08,8538.650391,8546.349609,8432.25,8438.25,8438.25,163800.0,58.73037272290164,67.16743075205383
44,2014-12-09,8439.299805,8444.5,8330.5,8340.700195,8340.700195,146300.0,34.047975211317116,54.72709379882741
45,2014-12-10,8318.049805,8376.799805,8317.0,8355.650391,8355.650391,136700.0,15.663870219908608,36.14740605137581
46,2014-12-11,8338.849609,8348.299805,8272.400391,8292.900391,8292.900391,133900.0,7.230876828256927,18.98090741982757
47,2014-12-12,8302.0,8321.900391,8216.299805,8224.099609,8224.099609,138100.0,6.717076681364925,9.870607909843507
48,2014-12-15,8160.75,8242.400391,8152.5,8219.599609,8219.599609,137100.0,7.274653955883621,7.074202488501844
49,2014-12-16,8172.600098000001,8189.350098000001,8052.600098000001,8067.600098000001,8067.600098000001,197300.0,6.217876341979879,6.736535659742827
50,2014-12-17,8041.200195,8082.0,7961.350098000001,8029.799805,8029.799805,216200.0,9.012719876761158,7.501750058208239
51,2014-12-18,8138.899901999999,8174.299805,8084.899901999999,8159.299805,8159.299805,162100.0,14.211864032213507,9.814153416984867
52,2014-12-19,8230.450195,8263.450195,8208.599609,8225.200195,8225.200195,174800.0,26.55495962164787,16.5931811768742
53,2014-12-22,8255.0,8330.950195,8228.200195,8324.0,8324.0,139200.0,41.28854095805008,27.351788203970504
54,2014-12-23,8324.599609,8364.75,8252.849609,8267.0,8267.0,132200.0,46.682179745335326,38.175226775011105
55,2014-12-24,8272.049805,8286.400391,8155.25,8174.100098000001,8174.100098000001,221900.0,44.77901695997824,44.24991255445457
56,2014-12-26,8204.799805,8234.549805,8147.950195,8200.700195,8200.700195,75500.0,40.25565958635463,43.905618763889414
57,2014-12-29,8214.700195,8279.150391,8214.700195,8246.299805,8246.299805,82100.0,44.6078403807399,43.21417230902427
58,2014-12-30,8260.299805,8268.25,8220.549805,8248.25,8248.25,77700.0,56.31658288967571,47.060027618923435
59,2014-12-31,8243.900391,8291.0,8243.75,8282.700195,8282.700195,84500.0,69.23186602792354,56.71876309944641
61,2015-01-02,8288.700195,8410.599609,8288.700195,8395.450195,8395.450195,101900.0,81.78198106084457,69.11014332614796
62,2015-01-05,8407.950195,8445.599609,8363.900391,8378.400391,8378.400391,118200.0,87.47042920887218,79.49475876588012
63,2015-01-06,8325.299805,8327.849609,8111.350098000001,8127.350098000001,8127.350098000001,172800.0,72.34356875914627,80.53199300962102
64,2015-01-07,8118.649901999999,8151.200195,8065.450195,8102.100098000001,8102.100098000001,164100.0,49.82282043715534,69.87893946839128
65,2015-01-08,8191.399901999999,8243.5,8167.299805,8234.599609,8234.599609,143800.0,35.9469839013666,52.70445769922276
66,2015-01-09,8285.450195,8303.299805,8190.799805,8284.5,8284.5,148000.0,43.7277105967537,43.16583831175857
67,2015-01-12,8291.349609,8332.599609,8245.599609,8323.0,8323.0,103200.0,56.62238760327705,45.43236070046581
68,2015-01-13,8346.150391,8356.650391,8267.900391,8299.400391,8299.400391,129600.0,62.30443257590618,54.21817692531234
69,2015-01-14,8307.25,8326.450195,8236.650391,8277.549805,8277.549805,146100.0,61.69500597116953,60.207275383450956
70,2015-01-15,8424.5,8527.099609,8380.549805,8494.150391,8494.150391,232100.0,70.0660369279265,64.68849182500077
71,2015-01-16,8504.049805,8530.75,8452.25,8513.799805,8513.799805,176000.0,81.6712043522076,71.14408241710125
72,2015-01-19,8550.049805,8570.950195,8531.5,8550.700195,8550.700195,125400.0,95.07130976829512,82.2695170161431
73,2015-01-20,8575.099609,8707.900391,8574.5,8695.599609,8695.599609,158700.0,96.81218124690304,91.18489845580194
74,2015-01-21,8719.650391,8741.849609,8689.599609,8729.5,8729.5,185900.0,97.41787059768956,96.43378720429592
75,2015-01-22,8745.849609,8774.150391,8727.0,8761.400391,8761.400391,175500.0,98.15349276378497,97.46118153612588
76,2015-01-23,8827.950195,8866.400391,8795.400391,8835.599609,8835.599609,191200.0,97.5098716890438,97.69374501683946
77,2015-01-27,8871.349609,8925.049805,8825.450195,8910.5,8910.5,192000.0,97.55425857113043,97.73920767465309
78,2015-01-28,8902.75,8985.049805,8874.049805,8914.299805,8914.299805,185100.0,95.270018496435,96.77804958553644
79,2015-01-29,8901.5,8966.650391,8861.25,8952.349609,8952.349609,256300.0,95.17948981892512,96.00125562883021
80,2015-01-30,8996.599609,8996.599609,8775.099609,8808.900391,8808.900391,267300.0,87.51072647133644,92.65341159556554
81,2015-02-02,8802.5,8840.799805,8751.099609,8797.400391,8797.400391,210100.0,81.65726432690661,88.1158268723894
82,2015-02-03,8823.150391,8837.299805,8726.650391,8756.549805,8756.549805,208700.0,72.50043269777173,80.55614116533827
83,2015-02-04,8789.150391,8792.849609,8704.400391,8723.700195,8723.700195,195300.0,65.96731419470636,73.37500373979492
84,2015-02-05,8733.099609,8838.450195,8683.650391,8711.700195,8711.700195,173600.0,57.25884570348111,65.2421975319864
85,2015-02-06,8696.849609,8726.200195,8645.549805,8661.049805,8661.049805,171300.0,43.739451552974636,55.65520381705405
86,2015-02-09,8584.400391,8605.549805,8516.349609,8526.349609,8526.349609,146800.0,25.866291621910346,42.288196292788705
87,2015-02-10,8478.099609,8646.25,8470.5,8565.549805,8565.549805,196200.0,16.00111300361364,28.535618726166216
88,2015-02-11,8603.299805,8651.950195,8593.650391,8627.400391,8627.400391,161600.0,16.657485543856467,19.508296723126826
89,2015-02-12,8676.950195,8732.549805,8599.25,8711.549805,8711.549805,158800.0,31.23616342901833,21.298253992162817
90,2015-02-13,8741.5,8822.099609,8729.650391,8805.5,8805.5,221900.0,46.43925367372768,31.44430088220083
91,2015-02-16,8831.400391,8870.099609,8793.400391,8809.349609,8809.349609,136400.0,57.96743926744359,45.21428545672987
92,2015-02-18,8811.549805,8894.299805,8808.900391,8869.099609,8869.099609,147600.0,67.94969366089504,57.45212886735544
93,2015-02-19,8883.049805,8913.450195,8794.450195,8895.299805,8895.299805,213300.0,73.639351630843,66.51882818639389
94,2015-02-20,8895.5,8899.950195,8816.299805,8833.599609,8833.599609,197600.0,79.49439480309603,73.69448003161136
95,2015-02-23,8856.849609,8869.0,8736.099609,8754.950195,8754.950195,139600.0,75.64511158868002,76.25961934087303
96,2015-02-24,8772.900391,8800.5,8726.75,8762.099609,8762.099609,149800.0,70.67381567206084,75.2711073546123
97,2015-02-25,8801.900391,8840.650391,8751.400391,8767.25,8767.25,135200.0,65.6808082001184,70.66657848695309
98,2015-02-26,8779.0,8786.049805,8669.450195,8683.849609,8683.849609,217500.0,60.33027543122936,65.5616331011362
99,2015-02-27,8729.5,8856.950195,8717.450195,8844.599609,8844.599609,249500.0,66.53864836128305,64.1832439975436
101,2015-03-02,8953.849609,8972.349609,8885.450195,8956.75,8956.75,218100.0,76.50451137591135,67.79114505614125
102,2015-03-03,8962.849609,9008.400391,8925.549805,8996.25,8996.25,177800.0,92.80612218390405,78.61642730703281
103,2015-03-04,9109.150391,9119.200195,8893.950195,8922.650391,8922.650391,248400.0,85.38678241435419,84.89913865805653
104,2015-03-05,8929.400391,8957.549805,8849.349609,8937.75,8937.75,160100.0,72.97469701408282,83.72253387078035
105,2015-03-09,8891.150391,8891.299805,8740.450195,8756.75,8756.75,155500.0,47.0881337716501,68.48320440002904
106,2015-03-10,8769.75,8778.0,8677.349609,8712.049805,8712.049805,163800.0,29.512634426533424,49.85848840408878
107,2015-03-11,8728.75,8755.599609,8682.349609,8699.950195,8699.950195,172800.0,11.888042616268422,29.496270271483983
108,2015-03-12,8740.650391,8787.200195,8732.900391,8776.0,8776.0,173900.0,13.314761163609537,18.238479402137127
109,2015-03-13,8844.049805,8849.75,8631.75,8647.75,8647.75,179200.0,11.25160932681473,12.151471035564233
110,2015-03-16,8656.75,8663.549805,8612.0,8633.150391,8633.150391,163300.0,10.381103615188929,11.649158035204401
111,2015-03-17,8689.099609,8742.549805,8630.799805,8723.299805,8723.299805,177000.0,9.798791406107838,10.477168116037168
112,2015-03-18,8742.900391,8747.25,8664.0,8685.900391,8685.900391,156400.0,13.561416118934998,11.24710371341059
113,2015-03-19,8749.450195,8788.200195,8614.650391,8634.650391,8634.650391,163500.0,13.659996522674787,12.340068015905878
114,2015-03-20,8627.900391,8627.900391,8553.0,8570.900391,8570.900391,174600.0,7.39917505584289,11.540195899150895
115,2015-03-23,8591.549805,8608.349609,8540.549805,8550.900391,8550.900391,150700.0,3.1386701519579154,8.065947243491868
116,2015-03-24,8537.049805,8627.75,8535.849609,8542.950195,8542.950195,156700.0,2.0558161302492217,4.197887112683346
117,2015-03-25,8568.900391,8573.75,8516.549805,8530.799805,8530.799805,161000.0,2.0790819607101065,2.4245227476390854
118,2015-03-26,8474.950195,8499.450195,8325.349609,8342.150391,8342.150391,280100.0,2.4723656963835086,2.2024212624476163
119,2015-03-27,8396.0,8413.200195,8269.150391,8341.400391,8341.400391,193000.0,6.2146405264523965,3.5886960611820076
120,2015-03-30,8390.950195,8492.299805,8380.75,8492.299805,8492.299805,134700.0,17.948977414980643,8.87866121260552
121,2015-03-31,8527.599609,8550.450195,8454.150391,8491.0,8491.0,167200.0,29.696255100302775,17.95329101391194
122,2015-04-01,8483.700195,8603.400391,8464.75,8586.25,8586.25,125500.0,43.753539168045485,30.4662572277763
123,2015-04-06,8615.799805,8667.549805,8573.75,8659.900391,8659.900391,146900.0,56.03603583715721,43.161943368501824
124,2015-04-07,8684.450195,8693.599609,8586.849609,8660.299805,8660.299805,148700.0,68.41880712820763,56.06946071113678
125,2015-04-08,8698.950195,8730.5,8679.799805,8714.400391,8714.400391,148200.0,78.80742878898513,67.75409058478333
126,2015-04-09,8756.200195,8785.5,8682.450195,8778.299805,8778.299805,152700.0,86.41102887305988,77.87908826341754
127,2015-04-10,8774.349609,8787.400391,8733.599609,8780.349609,8780.349609,139000.0,94.17128140564444,86.46324635589649
128,2015-04-13,8801.75,8841.650391,8762.099609,8834.0,8834.0,121600.0,98.46526079619207,93.01585702496546
130,2015-04-16,8757.049805,8760.0,8645.650391,8706.700195,8706.700195,142900.0,91.24370076962357,94.62674765715336
131,2015-04-17,8698.049805,8699.849609,8596.700195,8606.0,8606.0,150400.0,77.97665339155758,89.22853831912441
132,2015-04-20,8618.799805,8619.950195,8422.75,8448.099609,8448.099609,148900.0,55.507926113537245,74.90942675823946
133,2015-04-21,8416.099609,8469.349609,8352.700195,8377.75,8377.75,407800.0,36.35507633187789,56.61321861232424
134,2015-04-22,8400.400391,8449.950195,8284.700195,8429.700195,8429.700195,171800.0,25.420504401290117,39.09450228223509
135,2015-04-23,8478.200195,8504.950195,8361.849609,8398.299805,8398.299805,156000.0,21.800244898692217,27.85860854395341
136,2015-04-24,8405.700195,8413.299805,8273.349609,8305.25,8305.25,173600.0,17.34822140128925,21.522990233757195
137,2015-04-27,8330.549805,8334.450195,8202.349609,8213.799805,8213.799805,171500.0,9.267023414120688,16.138496571367384
138,2015-04-28,8215.549805,8308.0,8185.149901999999,8285.599609,8285.599609,174600.0,7.568375057062219,11.394539957490716
139,2015-04-29,8274.799805,8308.200195,8219.200195,8239.75,8239.75,160400.0,8.469557353956315,8.434985275046406
140,2015-04-30,8224.5,8229.400391,8144.75,8181.5,8181.5,267700.0,9.630324209378696,8.55608554013241
141,2015-05-04,8230.049805,8346.0,8220.450195,8331.950195,8331.950195,131700.0,13.484006802034571,10.527962788456527
142,2015-05-05,8338.400391,8355.650391,8280.599609,8324.799805,8324.799805,155500.0,19.323660655926748,14.145997222446672
143,2015-05-06,8316.599609,8331.950195,8083.0,8097.0,8097.0,209600.0,18.255192776117163,17.020953411359496
144,2015-05-07,8077.0,8122.600098000001,7997.149901999999,8057.299805,8057.299805,161600.0,12.154526393949313,16.577793275331075
145,2015-05-08,8131.5,8224.950195,8123.450195,8191.5,8191.5,183100.0,13.944540943846144,14.784753371304205
146,2015-05-11,8243.200195,8332.75,8224.650391,8325.25,8325.25,192000.0,34.79257000471846,20.297212447504638
147,2015-05-12,8326.150391,8326.650391,8115.299805,8126.950195,8126.950195,173400.0,40.45972238989356,29.732277779486054
148,2015-05-13,8181.549805,8254.950195,8089.799805,8235.450195,8235.450195,169800.0,45.70042551485239,40.31757263648813
149,2015-05-14,8232.450195,8236.25,8137.299805,8224.200195,8224.200195,134800.0,42.34965987774026,42.83660259416206
150,2015-05-15,8240.299805,8279.200195,8212.200195,8262.349609,8262.349609,129800.0,58.48746828766829,48.84585122675364
151,2015-05-18,8284.950195,8384.599609,8271.950195,8373.650391,8373.650391,148700.0,75.23615947912862,58.69109588151238
152,2015-05-19,8356.200195,8427.799805,8335.0,8365.650391,8365.650391,140300.0,85.57240037077396,73.09867604585695
153,2015-05-20,8392.650391,8440.349609,8391.450195,8423.25,8423.25,123600.0,92.96142358975287,84.58999447988514
154,2015-05-21,8434.5,8446.349609,8382.5,8421.0,8421.0,143800.0,92.02231985713563,90.18538127255414
155,2015-05-22,8432.5,8489.549805,8420.599609,8458.950195,8458.950195,187300.0,94.7613726639591,93.24837203694919
156,2015-05-25,8438.150391,8441.950195,8364.150391,8370.25,8370.25,121300.0,87.97136689977293,91.58501980695587
157,2015-05-26,8377.099609,8378.900391,8320.049805,8339.349609,8339.349609,116800.0,79.68456064731049,87.47243340368082
158,2015-05-27,8302.75,8342.849609,8277.950195,8334.599609,8334.599609,165500.0,68.83542954719222,78.83045236475853
159,2015-05-28,8345.700195,8364.5,8270.150391,8319.0,8319.0,232300.0,62.69013572972707,70.40337530807658
160,2015-05-29,8327.099609,8443.900391,8305.700195,8433.650391,8433.650391,363900.0,68.19683844069202,66.57413457253709
161,2015-06-01,8417.25,8467.150391,8405.400391,8433.400391,8433.400391,122200.0,76.43538603293702,69.10745340111868
162,2015-06-02,8442.799805,8445.349609,8226.049805,8236.450195,8236.450195,146800.0,66.70600252186216,70.4460756651637
163,2015-06-03,8232.450195,8236.700195,8094.149901999999,8135.100098000001,8135.100098000001,171400.0,41.486084610866094,61.54249105522174
164,2015-06-04,8155.149901999999,8160.049805,8056.75,8130.649901999999,8130.649901999999,154700.0,18.52641086101327,42.23949933124715
165,2015-06-05,8119.149901999999,8191.0,8100.149901999999,8114.700195,8114.700195,162100.0,13.607035634748941,24.539843702209414
166,2015-06-08,8124.350098000001,8131.0,8030.549805,8044.149901999999,8044.149901999999,135900.0,11.142479326291463,14.425308607351205
167,2015-06-09,8026.5,8057.149901999999,8005.149901999999,8022.399901999999,8022.399901999999,136000.0,6.6378995992596685,10.462471520100005
168,2015-06-10,8024.149901999999,8152.25,8023.799805,8124.450195,8124.450195,136800.0,10.384187675766597,9.38818886710589
169,2015-06-11,8157.299805,8163.049805,7958.25,7965.350098000001,7965.350098000001,166200.0,9.861587720372386,8.961224998466198
170,2015-06-12,7959.850098000001,7995.600098000001,7940.299805,7982.899901999999,7982.899901999999,136600.0,11.3698194207913,10.538531605643408
171,2015-06-15,7986.600098000001,8057.700195,7944.850098000001,8013.899901999999,8013.899901999999,133000.0,7.81693669090438,9.682781277356002
172,2015-06-16,8004.200195,8061.850098000001,7952.350098000001,8047.299805,8047.299805,124000.0,14.12166307558522,11.10280639576028
173,2015-06-17,8084.200195,8136.850098000001,8048.950195,8091.549805,8091.549805,152500.0,20.995838656996366,14.3114794744953
174,2015-06-18,8113.700195,8186.899901999999,8101.799805,8174.600098000001,8174.600098000001,144800.0,31.163186558551242,22.09356276371092
175,2015-06-19,8201.150391,8250.799805,8195.650391,8224.950195,8224.950195,147100.0,43.18035058176981,31.77979193243912
176,2015-06-22,8259.299805,8369.450195,8257.400391,8353.099609,8353.099609,122700.0,65.6742442943807,46.672593811567225
177,2015-06-23,8377.450195,8398.450195,8334.950195,8381.549805,8381.549805,131700.0,82.95401182064326,63.93620223226457
178,2015-06-24,8399.400391,8421.349609,8338.900391,8360.849609,8360.849609,130100.0,93.30817321698323,80.64547644400238
179,2015-06-25,8336.25,8423.150391,8329.5,8398.0,8398.0,201200.0,92.84192594737483,89.70137032833377
180,2015-06-26,8393.950195,8408.549805,8339.700195,8381.099609,8381.099609,110600.0,91.16858265302534,92.43956060579445
181,2015-06-29,8247.049805,8329.450195,8195.650391,8318.400391,8318.400391,132000.0,88.12944224806927,90.71331694948981
182,2015-06-30,8316.349609,8378.0,8298.950195,8368.5,8368.5,158500.0,86.09292544174332,88.4636501142793
183,2015-07-01,8376.25,8481.599609,8370.150391,8453.049805,8453.049805,131800.0,87.23777705536787,87.15338158172682
184,2015-07-02,8471.950195,8479.25,8433.200195,8444.900391,8444.900391,112000.0,92.19003486662739,88.50691245457953
185,2015-07-03,8440.099609,8497.75,8424.150391,8484.900391,8484.900391,88400.0,95.17746297822093,91.5350916334054
186,2015-07-06,8386.150391,8533.150391,8386.150391,8522.150391,8522.150391,101500.0,96.17830219690102,94.51526668058312
187,2015-07-07,8525.5,8561.349609,8483.849609,8510.799805,8510.799805,122200.0,94.7907871634737,95.38218411286522
188,2015-07-08,8439.200195,8457.5,8341.400391,8363.049805,8363.049805,188100.0,77.50117413386509,89.49008783141328
189,2015-07-09,8364.849609,8400.299805,8323.0,8328.549805,8328.549805,131300.0,57.038830266600876,76.44359718797989
190,2015-07-10,8365.700195,8377.099609,8315.400391,8360.549805,8360.549805,154100.0,42.40262845371122,58.98087761805906
191,2015-07-13,8397.25,8471.650391,8355.400391,8459.650391,8459.650391,117800.0,51.207732142320346,50.216396954210815
192,2015-07-14,8470.599609,8480.25,8424.099609,8454.099609,8454.099609,101700.0,62.65154514677326,52.087301914268274
193,2015-07-15,8463.400391,8531.400391,8462.950195,8523.799805,8523.799805,105500.0,77.5317155130841,63.796997600725895
194,2015-07-16,8546.150391,8616.099609,8542.900391,8608.049805,8608.049805,116000.0,86.16336666598613,75.44887577528117
195,2015-07-17,8623.650391,8642.950195,8593.150391,8609.849609,8609.849609,105000.0,92.73173893728044,85.47560703878355
196,2015-07-20,8623.900391,8624.099609,8559.0,8603.450195,8603.450195,90600.0,92.13464319189512,90.34324959838723
197,2015-07-21,8601.5,8646.75,8517.900391,8529.450195,8529.450195,164100.0,80.97262837292838,88.61300350070132
198,2015-07-22,8512.25,8643.900391,8498.650391,8633.5,8633.5,136800.0,82.84711698498315,85.31812951660221
199,2015-07-23,8643.950195,8654.75,8573.799805,8589.799805,8589.799805,132900.0,80.48699159903713,81.43557898564956
200,2015-07-24,8588.150391,8589.150391,8513.5,8521.549805,8521.549805,127400.0,79.20332618752946,80.84581159051658
201,2015-07-27,8492.099609,8492.200195,8351.549805,8361.0,8361.0,136600.0,51.68204343896389,70.4574537418435
202,2015-07-28,8371.099609,8397.400391,8321.75,8337.0,8337.0,174600.0,26.85024772392398,52.57853911680578
203,2015-07-29,8365.599609,8381.5,8338.450195,8375.049805,8375.049805,141000.0,12.459975262070865,30.330755474986244
204,2015-07-30,8417.0,8458.900391,8408.299805,8421.799805,8421.799805,215200.0,17.995852684774736,19.10202522358986
205,2015-07-31,8456.099609,8548.950195,8448.0,8532.849609,8532.849609,203300.0,37.00527738270875,22.487035109851444
206,2015-08-03,8510.650391,8563.950195,8508.099609,8543.049805,8543.049805,156700.0,53.29822012012031,36.099783395867924
207,2015-08-04,8564.099609,8565.150391,8448.25,8516.900391,8516.900391,187400.0,62.81779829829836,51.04043193370913
208,2015-08-05,8547.450195,8591.849609,8545.849609,8567.950195,8567.950195,132800.0,66.33137047047039,60.815796296296334
209,2015-08-06,8585.799805,8606.299805,8551.5,8588.650391,8588.650391,134900.0,70.89599369369347,66.68172082082073
210,2015-08-07,8580.799805,8595.950195,8552.700195,8564.599609,8564.599609,143700.0,75.67069019019013,70.96601811811799
211,2015-08-10,8577.0,8621.549805,8497.799805,8525.599609,8525.599609,123400.0,71.43139229229236,72.66602539205864
212,2015-08-11,8548.450195,8556.25,8441.299805,8462.349609,8462.349609,154400.0,58.7886713713716,68.63025128461801
213,2015-08-12,8445.700195,8446.950195,8337.950195,8349.450195,8349.450195,190000.0,37.55925588400647,55.92643984922346
214,2015-08-13,8384.450195,8429.5,8339.75,8355.849609,8355.849609,189200.0,20.94526511024038,39.097730788539465
215,2015-08-14,8402.349609,8530.099609,8381.200195,8518.549805,8518.549805,155900.0,28.752476895929505,29.085665963392103
216,2015-08-17,8530.5,8530.599609,8428.049805,8477.299805,8477.299805,174700.0,42.05130129522896,30.583014433799605
217,2015-08-18,8505.849609,8525.75,8433.599609,8466.549805,8466.549805,153300.0,53.37508645709874,41.39295488275239
218,2015-08-19,8468.049805,8520.450195,8425.950195,8495.150391,8495.150391,130500.0,49.97061596805441,48.46566790679403
219,2015-08-20,8471.049805,8501.349609,8359.75,8372.75,8372.75,184100.0,37.68218757423538,47.00929666646283
220,2015-08-21,8305.400391,8322.200195,8225.049805,8299.950195,8299.950195,201300.0,28.86382305269417,38.8388755316613
221,2015-08-24,8055.950195,8060.049805,7769.399901999999,7809.0,7809.0,312400.0,11.93607389020115,26.160694839043554
222,2015-08-25,7895.399901999999,7925.399901999999,7667.25,7880.700195,7880.700195,299100.0,15.301558247360783,18.70048506341869
223,2015-08-26,7865.25,7930.049805,7777.100098000001,7791.850098000001,7791.850098000001,216600.0,13.356996682996552,13.531542940186148
224,2015-08-27,7921.600098000001,7963.600098000001,7862.299805,7948.950195,7948.950195,305000.0,21.647651494595042,16.76873547498411
225,2015-08-28,8053.700195,8091.799805,7961.649901999999,8001.950195,8001.950195,195600.0,26.741605050574695,20.58208440938875
226,2015-08-31,8009.25,8043.600098000001,7947.950195,7971.299805,7971.299805,198200.0,34.128523884564444,27.505926809911383
227,2015-09-01,7907.950195,7929.100098000001,7746.5,7785.850098000001,7785.850098000001,184900.0,28.86791004165714,29.91267965893208
228,2015-09-02,7856.649901999999,7862.549805,7699.25,7717.0,7717.0,215300.0,18.23903464967378,27.078489525298448
229,2015-09-03,7774.450195,7845.600098000001,7754.049805,7823.0,7823.0,155800.0,12.513281395370383,19.873408695567093
230,2015-09-04,7803.399901999999,7804.899901999999,7626.850098000001,7655.049805,7655.049805,193600.0,8.9799251562497,13.244080400431278
231,2015-09-07,7685.850098000001,7705.049805,7545.899901999999,7558.799805,7558.799805,141400.0,7.5003377816935695,9.664514777771206
232,2015-09-08,7587.700195,7720.899901999999,7539.5,7688.25,7688.25,172200.0,6.641936176909841,7.707399704951025
233,2015-09-09,7805.850098000001,7846.049805,7764.549805,7818.600098000001,7818.600098000001,208400.0,17.48243145911321,10.541568472572196
234,2015-09-10,7729.049805,7819.850098000001,7678.5,7788.100098000001,7788.100098000001,160300.0,32.04513982502551,18.723169153682843
235,2015-09-11,7833.799805,7864.850098000001,7759.899901999999,7789.299805,7789.299805,136400.0,41.966482231419555,30.498017838519417
236,2015-09-14,7811.100098000001,7879.950195,7761.850098000001,7872.25,7872.25,122800.0,50.162966772488154,41.391529609644394
237,2015-09-15,7867.350098000001,7880.0,7799.75,7829.100098000001,7829.100098000001,136500.0,52.63746821951776,48.25563907447514
238,2015-09-16,7886.850098000001,7913.899901999999,7853.299805,7899.149901999999,7899.149901999999,140000.0,59.26732734105047,54.02258744435212
239,2015-09-18,7967.450195,8055.0,7955.850098000001,7981.899901999999,7981.899901999999,241800.0,67.7911602584034,59.898651939657206
