,Date,Open,High,Low,Close,Adj Close,Volume,PVI,NVI
0,2014-09-29,7978.450195,7991.75,7934.700195,7958.899901999999,7958.899901999999,97300.0,1.0,1.0
1,2014-09-30,7948.799805,8030.899901999999,7923.850098000001,7964.799805,7964.799805,141100.0,1.0007412962937903,1.0
2,2014-10-01,7960.5,7977.5,7936.700195,7945.549805,7945.549805,113000.0,1.0007412962937903,0.9975831156499482
3,2014-10-07,7897.399901999999,7943.049805,7842.700195,7852.399901999999,7852.399901999999,148200.0,0.9890090742367087,0.9975831156499482
4,2014-10-08,7828.75,7869.899901999999,7815.75,7842.700195,7842.700195,135900.0,0.9890090742367087,0.9963508472924125
5,2014-10-09,7886.5,7972.350098000001,7886.5,7960.549805,7960.549805,123800.0,0.9890090742367087,1.0113226753436033
6,2014-10-10,7911.0,7924.049805,7848.450195,7859.950195,7859.950195,142900.0,0.9765107004319017,1.0113226753436033
7,2014-10-13,7831.0,7901.149901999999,7796.0,7884.25,7884.25,118800.0,0.9765107004319017,1.014449278336401
8,2014-10-14,7923.25,7928.0,7825.450195,7864.0,7864.0,225500.0,0.9740026189170149,1.014449278336401
9,,,,,,,,0.9740026189170149,0.9995112024699532
10,2014-10-16,7837.299805,7893.899901999999,7729.649901999999,7748.200195,7748.200195,213500.0,0.9740026189170149,1.0035746755456902
11,2014-10-17,7733.75,7819.200195,7723.850098000001,7779.700195,7779.700195,177600.0,0.9740026189170149,1.0164358525315116
12,2014-10-20,7896.950195,7905.950195,7856.950195,7879.399901999999,7879.399901999999,176200.0,0.9740026189170149,1.0226729738468212
13,2014-10-21,7906.149901999999,7936.600098000001,7874.350098000001,7927.75,7927.75,163400.0,0.9740026189170149,1.0314642529544757
14,2014-10-22,7997.799805,8005.0,7974.549805,7995.899901999999,7995.899901999999,151100.0,0.9740026189170149,1.0309224943411273
15,2014-10-27,8064.350098000001,8064.399901999999,7985.649901999999,7991.700195,7991.700195,132800.0,0.9740026189170149,1.035553551143098
16,2014-10-28,8002.399901999999,8037.799805,7995.049805,8027.600098000001,8027.600098000001,124100.0,0.9816283300049949,1.035553551143098
17,2014-10-29,8077.049805,8097.950195,8052.25,8090.450195,8090.450195,148300.0,0.991183203853136,1.035553551143098
18,2014-10-30,8085.200195,8181.549805,8085.200195,8169.200195,8169.200195,205700.0,0.991183203853136,1.0549483131201478
19,2014-10-31,8200.799805,8330.75,8198.049805,8322.200195,8322.200195,176200.0,0.991183203853136,1.05519552610857
20,2014-11-03,8348.150391,8350.599609,8297.650391,8324.150391,8324.150391,141100.0,0.9928680198214214,1.05519552610857
21,2014-11-05,8351.25,8365.549805,8323.5,8338.299805,8338.299805,161600.0,0.9928680198214214,1.0550310383289399
22,2014-11-07,8331.849609,8360.349609,8290.25,8337.0,8337.0,153400.0,0.9928680198214214,1.0559485116440275
23,2014-11-10,8337.799805,8383.049805,8304.450195,8344.25,8344.25,130700.0,0.9928680198214214,1.058277045123983
24,2014-11-11,8354.099609,8378.700195,8321.849609,8362.650391,8362.650391,122000.0,0.9953196519990285,1.058277045123983
25,2014-11-12,8378.900391,8415.049805,8370.5,8383.299805,8383.299805,125200.0,0.9922980398874207,1.058277045123983
26,2014-11-13,8405.25,8408.0,8320.349609,8357.849609,8357.849609,127400.0,0.9961033163213505,1.058277045123983
27,2014-11-14,8360.700195,8400.650391,8346.799805,8389.900391,8389.900391,146800.0,0.9961033163213505,1.0634296931284055
28,2014-11-17,8378.400391,8438.099609,8349.099609,8430.75,8430.75,113900.0,0.99553032914847,1.0634296931284055
29,2014-11-18,8441.25,8454.5,8407.25,8425.900391,8425.900391,134700.0,0.99553032914847,1.0579268797033
30,2014-11-19,8440.650391,8455.650391,8360.5,8382.299805,8382.299805,125400.0,0.99553032914847,1.0604006622295423
31,2014-11-20,8406.5,8410.849609,8353.150391,8401.900391,8401.900391,122800.0,1.0044702095724267,1.0604006622295423
32,2014-11-21,8408.200195,8489.799805,8398.599609,8477.349609,8477.349609,137000.0,1.010726506057453,1.0604006622295423
33,2014-11-24,8490.950195,8534.650391,8490.799805,8530.150391,8530.150391,140700.0,1.0027817454714285,1.0604006622295423
34,2014-11-25,8530.799805,8535.349609,8429.450195,8463.099609,8463.099609,271900.0,1.0027817454714285,1.0619857177781733
35,2014-11-26,8450.299805,8500.299805,8438.650391,8475.75,8475.75,151900.0,1.004964622355054,1.0619857177781733
36,2014-11-27,8477.799805,8506.75,8456.349609,8494.200195,8494.200195,194300.0,1.0160918296958967,1.0619857177781733
37,2014-11-28,8516.799805,8617.0,8516.25,8588.25,8588.25,197200.0,1.0160918296958967,1.0579855055424199
38,2014-12-01,8605.099609,8623.0,8545.150391,8555.900391,8555.900391,152000.0,1.0160918296958967,1.0541274247292298
39,2014-12-02,8535.450195,8560.200195,8504.650391,8524.700195,8524.700195,137400.0,1.0176354134053014,1.0541274247292298
40,2014-12-03,8528.700195,8546.950195,8508.349609,8537.650391,8537.650391,153200.0,1.0176354134053014,1.0574301962553667
41,2014-12-04,8582.400391,8626.950195,8526.400391,8564.400391,8564.400391,143500.0,1.0176354134053014,1.0542076066383093
42,2014-12-05,8584.25,8588.349609,8523.900391,8538.299805,8538.299805,143300.0,1.0057109990608117,1.0542076066383093
43,2014-12-08,8538.650391,8546.349609,8432.25,8438.25,8438.25,163800.0,1.0057109990608117,1.0420205125776825
44,2014-12-09,8439.299805,8444.5,8330.5,8340.700195,8340.700195,146300.0,1.0057109990608117,1.043888270743645
45,2014-12-10,8318.049805,8376.799805,8317.0,8355.650391,8355.650391,136700.0,1.0057109990608117,1.0360487865713872
46,2014-12-11,8338.849609,8348.299805,8272.400391,8292.900391,8292.900391,133900.0,0.997367271301043,1.0360487865713872
47,2014-12-12,8302.0,8321.900391,8216.299805,8224.099609,8224.099609,138100.0,0.997367271301043,1.0354818893107474
48,2014-12-15,8160.75,8242.400391,8152.5,8219.599609,8219.599609,137100.0,0.9789236311316155,1.0354818893107474
49,2014-12-16,8172.600098000001,8189.350098000001,8052.600098000001,8067.600098000001,8067.600098000001,197300.0,0.9743369387284344,1.0354818893107474
50,2014-12-17,8041.200195,8082.0,7961.350098000001,8029.799805,8029.799805,216200.0,0.9743369387284344,1.0521815465776998
51,2014-12-18,8138.899901999999,8174.299805,8084.899901999999,8159.299805,8159.299805,162100.0,0.982206386571773,1.0521815465776998
52,2014-12-19,8230.450195,8263.450195,8208.599609,8225.200195,8225.200195,174800.0,0.982206386571773,1.0648201850499486
53,2014-12-22,8255.0,8330.950195,8228.200195,8324.0,8324.0,139200.0,0.982206386571773,1.0575286484632298
54,2014-12-23,8324.599609,8364.75,8252.849609,8267.0,8267.0,132200.0,0.9711689029554319,1.0575286484632298
55,2014-12-24,8272.049805,8286.400391,8155.25,8174.100098000001,8174.100098000001,221900.0,0.9711689029554319,1.0609700504881796
56,2014-12-26,8204.799805,8234.549805,8147.950195,8200.700195,8200.700195,75500.0,0.9765690422320631,1.0609700504881796
57,2014-12-29,8214.700195,8279.150391,8214.700195,8246.299805,8246.299805,82100.0,0.9765690422320631,1.061220962841179
58,2014-12-30,8260.299805,8268.25,8220.549805,8248.25,8248.25,77700.0,0.9806478460917736,1.061220962841179
59,2014-12-31,8243.900391,8291.0,8243.75,8282.700195,8282.700195,84500.0,0.9939971213333902,1.061220962841179
60,,,,,,,,0.99197847364903,1.061220962841179
61,2015-01-02,8288.700195,8410.599609,8288.700195,8395.450195,8395.450195,101900.0,0.9622548420681386,1.061220962841179
62,2015-01-05,8407.950195,8445.599609,8363.900391,8378.400391,8378.400391,118200.0,0.9622548420681386,1.0579239682502442
63,2015-01-06,8325.299805,8327.849609,8111.350098000001,8127.350098000001,8127.350098000001,172800.0,0.9622548420681386,1.0752249651242447
64,2015-01-07,8118.649901999999,8151.200195,8065.450195,8102.100098000001,8102.100098000001,164100.0,0.96808595652917,1.0752249651242447
65,2015-01-08,8191.399901999999,8243.5,8167.299805,8234.599609,8234.599609,143800.0,0.96808595652917,1.080221785832469
66,2015-01-09,8285.450195,8303.299805,8190.799805,8284.5,8284.5,148000.0,0.9653409787504267,1.080221785832469
67,2015-01-12,8291.349609,8332.599609,8245.599609,8323.0,8323.0,103200.0,0.9627994377858068,1.080221785832469
68,2015-01-13,8346.150391,8356.650391,8267.900391,8299.400391,8299.400391,129600.0,0.9879932363539418,1.080221785832469
69,2015-01-14,8307.25,8326.450195,8236.650391,8277.549805,8277.549805,146100.0,0.9879932363539418,1.0827206496510484
70,2015-01-15,8424.5,8527.099609,8380.549805,8494.150391,8494.150391,232100.0,0.9879932363539418,1.087413362088298
71,2015-01-16,8504.049805,8530.75,8452.25,8513.799805,8513.799805,176000.0,1.004735682904385,1.087413362088298
72,2015-01-19,8550.049805,8570.950195,8531.5,8550.700195,8550.700195,125400.0,1.0086527138204424,1.087413362088298
73,2015-01-20,8575.099609,8707.900391,8574.5,8695.599609,8695.599609,158700.0,1.0086527138204424,1.0913871190536728
74,2015-01-21,8719.650391,8741.849609,8689.599609,8729.5,8729.5,185900.0,1.0171948690991734,1.0913871190536728
75,2015-01-22,8745.849609,8774.150391,8727.0,8761.400391,8761.400391,175500.0,1.0258177466389293,1.0913871190536728
