,Date,Price,Signal,Returns%
0,2014-10-31,8322.200195,BUY,-0.01999999999999602
1,2014-11-10,8344.25,SELL,0.22484965912312305
2,2014-12-18,8159.299805,BUY,0.204804689191306
3,2015-01-29,8952.349609,SELL,9.922303607568864
4,2015-03-16,8633.150391,BUY,9.900319146847352
5,2015-04-13,8834.0,SELL,12.434650561780188
6,2015-04-27,8213.799805,BUY,12.412163631667838
7,2015-05-22,8458.950195,SELL,15.744081699562912
8,2015-06-09,8022.399901999999,BUY,15.720932883223
9,2015-07-01,8453.049805,SELL,21.908553815336575
10,2015-08-12,8349.450195,BUY,21.88417210457351
11,2015-10-12,8143.600098000001,SELL,18.855423713833503
12,2015-11-03,8060.700195,BUY,18.83165262909074
13,2016-03-10,7486.149901999999,SELL,10.339502134383594
14,2016-06-27,8094.700195,BUY,10.317434233956718
15,2016-07-05,8335.950195,SELL,13.582553416231647
16,2016-09-30,8611.150391,BUY,13.559836905548408
17,2017-01-16,8412.799805,SELL,10.921893030502815
18,2017-06-30,9520.900391,BUY,10.899708651896717
19,2017-07-17,9915.950195,SELL,15.478159342365942
20,2017-08-14,9794.150391,BUY,15.45506371049747
21,2017-09-20,10141.150391,SELL,19.521647955644838
22,2017-09-28,9768.950195,BUY,19.497743626053705
23,2017-10-17,10234.450195,SELL,25.166889216043785
24,2017-11-15,10118.049805,BUY,25.141855838200584
25,2017-12-20,10444.200195,SELL,29.149907246277536
26,2018-02-07,10476.700195,BUY,29.124077264828287
27,2018-04-18,10526.200195,SELL,29.708212014629822
28,2018-05-24,10513.849609,BUY,29.682270372226895
29,2018-06-13,10856.700195,SELL,33.88435236197705
30,2018-06-28,10589.099609,BUY,33.85757549150466
31,2018-07-18,10980.450195,SELL,38.776905674845665
32,2018-09-12,11369.900391,BUY,38.7491502937107
