,Date,Price,Signal,Returns%
0,2015-01-15,8494.150391,BUY,-0.01999999999999602
1,2015-03-11,8699.950195,SELL,2.381876498612243
2,2015-04-10,8780.349609,BUY,2.361400123312521
3,2015-04-20,8448.099609,SELL,-1.5316711749880199
4,2015-05-22,8458.950195,BUY,-1.551364840753024
5,2015-05-26,8339.349609,SELL,-2.962735483463163
6,2015-06-01,8433.400391,BUY,-2.982142936366472
7,2015-06-02,8236.450195,SELL,-5.266808862377843
8,2015-06-22,8353.099609,BUY,-5.285755500605362
9,2015-08-13,8355.849609,SELL,-5.273522846790257
10,2015-10-05,8119.299805,BUY,-5.292468142220898
11,2015-11-04,8040.200195,SELL,-6.233882121358349
12,2015-12-23,7865.950195,BUY,-6.2526353449340775
13,2016-01-06,7741.0,SELL,-7.76025881957591
14,2016-03-04,7485.350098000001,BUY,-7.778706767811997
15,2016-05-23,7731.049805,SELL,-4.770677624310238
16,2016-05-25,7934.899901999999,BUY,-4.78972348878537
17,2016-09-29,8591.25,SELL,3.0651555936108394
18,2017-01-02,8179.5,BUY,3.0445425624921256
19,2017-06-29,9504.099609,SELL,19.707772792766036
20,2017-07-05,9637.599609,BUY,19.68383123820749
21,2017-08-14,9794.150391,SELL,21.60362017271723
22,2017-09-05,9952.200195,BUY,21.57929944868269
23,2017-09-27,9735.75,SELL,18.911286779495
24,2017-10-09,9988.75,BUY,18.88750452213911
25,2017-12-01,10121.799805,SELL,20.446987759740352
26,2017-12-18,10388.75,BUY,20.422898362188405
27,2018-02-06,10498.25,SELL,21.66784712234852
28,2018-04-09,10379.349609,BUY,21.64351355292405
29,2018-05-23,10430.349609,SELL,22.21677320218329
30,2018-05-30,10614.349609,BUY,22.19232984754285
31,2018-06-29,10714.299805,SELL,23.31828732087247
32,2018-07-05,10749.75,BUY,23.293623663408297
33,2018-09-14,11515.200195,SELL,32.04649495097891
