,Date,Price,Signal,Returns%
0,2014-10-21,7927.75,BUY,-0.01999999999999602
1,2014-12-05,8538.299805,SELL,7.658349804294957
2,2014-12-31,8282.700195,BUY,7.636818134334106
3,2015-01-05,8378.400391,SELL,8.858702240021415
4,2015-01-14,8277.549805,BUY,8.836930499573413
5,2015-02-03,8756.549805,SELL,15.112009929166419
6,2015-02-12,8711.549805,BUY,15.088987527180592
7,2015-02-25,8767.25,SELL,15.801682329071468
8,2015-02-27,8844.599609,BUY,15.778521992605661
9,2015-03-12,8776.0,SELL,14.857555961220427
10,2015-04-01,8586.25,BUY,14.834584450028188
11,2015-04-17,8606.0,SELL,15.075705982260843
12,2015-05-15,8262.349609,BUY,15.05269084106439
13,2015-06-01,8433.400391,SELL,17.411075148205995
14,2015-06-17,8091.549805,BUY,17.38759293317635
15,2015-07-24,8521.549805,SELL,23.60106270459947
16,2015-08-05,8567.950195,BUY,23.576342492058558
17,2015-08-11,8462.349609,SELL,22.028844768116457
18,2015-09-11,7789.299805,BUY,22.00443899916283
19,2015-10-28,8171.200195,SELL,27.96057876240353
20,2015-11-24,7831.600098000001,BUY,27.934986646651055
21,2015-12-03,7864.149901999999,SELL,28.441018454705613
22,2015-12-16,7750.899901999999,BUY,28.415330251014666
23,2016-01-04,7791.299805,SELL,29.058850678501813
24,2016-01-28,7424.649901999999,BUY,29.03303890836611
25,2016-02-08,7387.25,SELL,28.357389155248626
26,2016-03-01,7222.299805,BUY,28.331717677417572
27,2016-04-06,7614.350098000001,SELL,35.27092767206696
28,2016-04-12,7708.950195,BUY,35.24387348653255
29,2016-04-29,7849.799805,SELL,37.68736045851227
30,2016-05-11,7848.850098000001,BUY,37.65982298642058
31,2016-05-19,7783.399901999999,SELL,36.48459928216289
32,2016-05-24,7748.850098000001,BUY,36.45730236230645
33,2016-06-10,8170.049805,SELL,43.845857110123745
34,2016-06-22,8203.700195,BUY,43.81708793870172
35,2016-06-23,8270.450195,SELL,44.958268623609825
36,2016-06-29,8204.0,BUY,44.92927696988511
37,2016-08-25,8592.200195,SELL,51.75674178077614
38,2016-08-29,8607.450195,BUY,51.726390432419976
39,2016-09-26,8723.049805,SELL,53.73335042605845
40,2016-10-21,8693.049805,BUY,53.70260375597323
41,2016-11-01,8626.25,SELL,52.49100602994119
42,2016-11-25,8114.299805,BUY,52.46050782873522
43,2016-12-19,8104.350098000001,SELL,52.2431069327032
44,2016-12-29,8103.600098000001,BUY,52.21265831131666
45,2017-02-14,8792.299805,SELL,65.11570782647019
46,2017-02-16,8778.0,BUY,65.0826846849049
47,2017-04-12,9203.450195,SELL,73.04925956950339
48,2017-04-24,9217.950195,BUY,73.01464971758949
49,2017-05-22,9438.25,SELL,77.11409717521258
50,2017-05-25,9509.75,BUY,77.07867435577754
51,2017-06-12,9616.400391,SELL,79.02877167391341
52,2017-07-04,9613.299805,BUY,78.99296591957864
53,2017-08-07,10057.400391,SELL,87.22435804036954
54,2017-08-24,9857.049805,BUY,87.18691316876146
55,2017-09-21,10121.900391,SELL,92.17802381135994
56,2017-10-05,9888.700195,BUY,92.13958820659767
57,2017-11-07,10350.150391,SELL,101.06544440305942
58,2017-11-20,10298.75,BUY,101.0252313141788
59,2017-11-29,10361.299805,SELL,102.20571559438551
60,2017-12-14,10252.099609,BUY,102.16527445126664
61,2018-02-01,11016.900391,SELL,117.20323925215499
62,2018-02-23,10491.049805,BUY,117.15979860430457
63,2018-03-01,10458.349609,SELL,116.439623337093
64,2018-03-28,10113.700195,BUY,116.39633541242557
65,2018-05-17,10682.700195,SELL,128.52514811694024
66,2018-05-30,10614.349609,BUY,128.47944308731687
67,2018-06-26,10769.150391,SELL,131.76524879834196
68,2018-07-05,10749.75,BUY,131.7188957485823
69,2018-09-03,11582.349609,SELL,149.61626937549153
